Time,xOut,yOut,zOut
6053.0,332.0,347.0,389.0
6103.0,339.0,344.0,384.0
6153.0,345.0,351.0,390.0
6203.0,335.0,346.0,387.0
6253.0,319.0,345.0,394.0
6303.0,302.0,339.0,386.0
6353.0,299.0,337.0,377.0
6403.0,297.0,336.0,380.0
6453.0,312.0,340.0,383.0
6503.0,326.0,345.0,396.0
6553.0,350.0,352.0,385.0
6603.0,349.0,350.0,381.0
6653.0,344.0,346.0,384.0
6703.0,324.0,341.0,396.0
6753.0,300.0,340.0,385.0
6803.0,296.0,338.0,379.0
6853.0,292.0,336.0,380.0
6903.0,295.0,336.0,377.0
6953.0,330.0,340.0,398.0
7003.0,349.0,349.0,383.0
7053.0,354.0,351.0,382.0
7103.0,359.0,350.0,378.0
7153.0,346.0,352.0,384.0
7203.0,326.0,343.0,393.0
7254.0,306.0,341.0,385.0
7304.0,298.0,338.0,379.0
7354.0,295.0,335.0,377.0
7404.0,298.0,339.0,381.0
7454.0,298.0,341.0,389.0
7504.0,334.0,352.0,388.0
7554.0,348.0,349.0,386.0
7604.0,354.0,348.0,378.0
7654.0,353.0,347.0,379.0
7704.0,342.0,351.0,388.0
7754.0,340.0,348.0,386.0
7804.0,334.0,339.0,386.0
7854.0,343.0,351.0,388.0
7904.0,351.0,348.0,380.0
7954.0,344.0,348.0,384.0
8004.0,342.0,344.0,387.0
8054.0,342.0,339.0,386.0
8104.0,347.0,349.0,385.0
8154.0,344.0,341.0,387.0
8204.0,340.0,336.0,383.0
8254.0,343.0,333.0,400.0
8304.0,341.0,325.0,387.0
8354.0,340.0,339.0,392.0
8404.0,339.0,326.0,391.0
8454.0,333.0,331.0,394.0
8504.0,336.0,331.0,388.0
8554.0,341.0,331.0,389.0
8604.0,335.0,365.0,388.0
8654.0,343.0,298.0,397.0
8704.0,344.0,341.0,392.0
8754.0,340.0,343.0,388.0
8804.0,340.0,339.0,389.0
8854.0,341.0,341.0,386.0
8904.0,337.0,342.0,392.0
8954.0,340.0,342.0,384.0
9004.0,340.0,346.0,394.0
9054.0,339.0,336.0,387.0
9104.0,335.0,345.0,394.0
9154.0,344.0,339.0,390.0
9204.0,333.0,341.0,387.0
9254.0,337.0,335.0,384.0
9304.0,336.0,333.0,382.0
9354.0,336.0,338.0,393.0
9404.0,332.0,331.0,388.0
9454.0,335.0,331.0,397.0
9504.0,334.0,329.0,391.0
9554.0,339.0,329.0,390.0
9604.0,338.0,328.0,390.0
9654.0,339.0,325.0,389.0
9704.0,342.0,332.0,390.0
9754.0,340.0,328.0,392.0
9804.0,345.0,325.0,389.0
9854.0,333.0,325.0,399.0
9904.0,351.0,331.0,385.0
9954.0,321.0,324.0,390.0
10004.0,339.0,327.0,389.0
10054.0,334.0,330.0,394.0
10104.0,346.0,322.0,383.0
10155.0,341.0,331.0,392.0
10205.0,343.0,327.0,389.0
10255.0,345.0,325.0,392.0
10305.0,344.0,327.0,389.0
10355.0,344.0,326.0,399.0
10405.0,338.0,324.0,392.0
10455.0,340.0,327.0,390.0
10505.0,340.0,328.0,392.0
10555.0,335.0,325.0,391.0
10605.0,336.0,320.0,388.0
10655.0,336.0,321.0,391.0
10705.0,332.0,323.0,391.0
10755.0,335.0,322.0,390.0
10805.0,335.0,322.0,391.0
10855.0,335.0,323.0,391.0
10905.0,335.0,322.0,391.0
10955.0,335.0,323.0,390.0
11005.0,336.0,322.0,391.0
11055.0,335.0,322.0,392.0
11105.0,335.0,323.0,392.0
11155.0,335.0,324.0,395.0
11205.0,339.0,325.0,390.0
11255.0,337.0,326.0,390.0
11305.0,336.0,326.0,393.0
11355.0,336.0,325.0,390.0
11405.0,338.0,325.0,393.0
11455.0,336.0,325.0,391.0
11505.0,339.0,325.0,390.0
11555.0,335.0,325.0,393.0
11606.0,336.0,324.0,390.0
11656.0,335.0,323.0,390.0
11706.0,333.0,322.0,392.0
11756.0,335.0,323.0,391.0
11806.0,334.0,324.0,392.0
11856.0,333.0,322.0,391.0
11906.0,333.0,322.0,391.0
11956.0,335.0,322.0,391.0
12006.0,335.0,324.0,392.0
12056.0,334.0,323.0,392.0
12106.0,335.0,323.0,391.0
12156.0,335.0,324.0,393.0
12206.0,336.0,323.0,390.0
12256.0,334.0,323.0,392.0
12306.0,334.0,322.0,391.0
12356.0,335.0,322.0,391.0
12406.0,336.0,322.0,390.0
12456.0,333.0,321.0,391.0
12506.0,336.0,323.0,392.0
12556.0,335.0,321.0,391.0
12606.0,336.0,323.0,393.0
12656.0,335.0,320.0,390.0
12706.0,336.0,321.0,392.0
12756.0,334.0,322.0,390.0
12806.0,336.0,320.0,390.0
12856.0,336.0,321.0,392.0
12906.0,335.0,321.0,392.0
12956.0,336.0,318.0,389.0
13006.0,331.0,317.0,391.0
13056.0,334.0,318.0,392.0
13106.0,336.0,318.0,390.0
13156.0,333.0,318.0,392.0
13206.0,335.0,317.0,390.0
13256.0,337.0,321.0,391.0
13306.0,338.0,319.0,391.0
13356.0,335.0,316.0,390.0
13406.0,336.0,318.0,391.0
13456.0,333.0,315.0,390.0
13506.0,335.0,319.0,391.0
13556.0,336.0,318.0,389.0
13606.0,335.0,318.0,391.0
13656.0,336.0,318.0,392.0
13706.0,336.0,319.0,391.0
13756.0,336.0,319.0,391.0
13806.0,336.0,319.0,391.0
13856.0,335.0,318.0,391.0
13906.0,335.0,318.0,391.0
13956.0,335.0,318.0,392.0
14006.0,335.0,319.0,390.0
14056.0,335.0,318.0,390.0
14106.0,334.0,319.0,391.0
14156.0,334.0,318.0,391.0
14206.0,334.0,318.0,390.0
14256.0,335.0,318.0,391.0
14306.0,334.0,318.0,391.0
14356.0,334.0,318.0,391.0
14406.0,334.0,319.0,391.0
14456.0,334.0,318.0,391.0
14507.0,334.0,318.0,390.0
14557.0,335.0,318.0,391.0
14607.0,334.0,318.0,391.0
14657.0,334.0,318.0,391.0
14707.0,334.0,319.0,390.0
14757.0,335.0,318.0,391.0
14807.0,333.0,318.0,391.0
14857.0,335.0,319.0,390.0
14907.0,335.0,318.0,391.0
14957.0,334.0,318.0,391.0
15007.0,335.0,319.0,391.0
15057.0,335.0,318.0,391.0
15107.0,334.0,318.0,390.0
15157.0,335.0,318.0,391.0
15207.0,335.0,319.0,391.0
15257.0,335.0,318.0,390.0
15307.0,335.0,318.0,391.0
15357.0,335.0,318.0,391.0
15407.0,335.0,319.0,390.0
15457.0,334.0,318.0,391.0
15507.0,335.0,318.0,391.0
15557.0,335.0,318.0,391.0
15607.0,335.0,319.0,391.0
15657.0,335.0,319.0,390.0
15707.0,334.0,319.0,390.0
15757.0,335.0,319.0,392.0
15807.0,335.0,318.0,390.0
15857.0,335.0,319.0,391.0
15907.0,335.0,318.0,391.0
15958.0,335.0,319.0,391.0
16008.0,335.0,319.0,391.0
16058.0,335.0,319.0,390.0
16108.0,335.0,318.0,391.0
16158.0,336.0,319.0,391.0
16208.0,335.0,319.0,390.0
16258.0,335.0,318.0,391.0
16308.0,335.0,318.0,391.0
16358.0,336.0,319.0,391.0
16408.0,335.0,319.0,390.0
16458.0,336.0,318.0,391.0
16508.0,335.0,318.0,391.0
16558.0,335.0,319.0,391.0
16608.0,335.0,319.0,391.0
16658.0,335.0,319.0,391.0
16708.0,335.0,319.0,391.0
16758.0,336.0,319.0,391.0
16808.0,335.0,319.0,391.0
16858.0,336.0,319.0,391.0
16908.0,335.0,319.0,391.0
16958.0,335.0,319.0,391.0
17008.0,336.0,319.0,391.0
17058.0,335.0,319.0,390.0
17108.0,335.0,319.0,391.0
17158.0,335.0,319.0,390.0
17208.0,335.0,319.0,391.0
17258.0,336.0,319.0,391.0
17308.0,335.0,319.0,391.0
17358.0,335.0,319.0,391.0
17408.0,335.0,319.0,391.0
17458.0,335.0,319.0,391.0
17508.0,335.0,319.0,391.0
17558.0,335.0,319.0,390.0
17608.0,335.0,319.0,391.0
17658.0,336.0,319.0,390.0
17708.0,336.0,319.0,390.0
17758.0,335.0,319.0,391.0
17808.0,336.0,319.0,391.0
17858.0,336.0,319.0,391.0
17908.0,336.0,319.0,391.0
17958.0,336.0,319.0,390.0
18008.0,335.0,319.0,391.0
18058.0,335.0,319.0,391.0
18108.0,335.0,319.0,391.0
18158.0,336.0,319.0,391.0
18208.0,335.0,319.0,391.0
18258.0,336.0,319.0,391.0
18308.0,336.0,319.0,390.0
18358.0,335.0,319.0,390.0
18408.0,335.0,319.0,390.0
18458.0,336.0,319.0,391.0
18508.0,333.0,318.0,391.0
18558.0,334.0,318.0,391.0
18608.0,334.0,317.0,390.0
18658.0,333.0,317.0,390.0
18708.0,334.0,317.0,391.0
18758.0,335.0,315.0,393.0
18808.0,334.0,318.0,390.0
18859.0,336.0,320.0,388.0
18909.0,348.0,318.0,384.0
18959.0,335.0,312.0,390.0
19009.0,342.0,318.0,394.0
19059.0,349.0,319.0,375.0
19109.0,334.0,325.0,385.0
19159.0,337.0,326.0,384.0
19209.0,359.0,332.0,390.0
19259.0,352.0,337.0,385.0
19309.0,324.0,332.0,385.0
19359.0,364.0,330.0,372.0
Time,xOut,yOut,zOut
50.0,333.0,360.0,380.0
100.0,333.0,360.0,380.0
150.0,333.0,360.0,380.0
200.0,333.0,360.0,381.0
250.0,333.0,360.0,381.0
300.0,333.0,360.0,381.0
350.0,333.0,360.0,380.0
400.0,333.0,360.0,381.0
450.0,333.0,360.0,380.0
500.0,333.0,360.0,380.0
550.0,333.0,360.0,380.0
600.0,333.0,360.0,380.0
650.0,333.0,360.0,380.0
700.0,333.0,360.0,380.0
750.0,333.0,360.0,380.0
800.0,333.0,360.0,380.0
850.0,333.0,360.0,380.0
900.0,334.0,360.0,380.0
950.0,333.0,360.0,380.0
1000.0,333.0,360.0,380.0
1050.0,333.0,360.0,380.0
1100.0,333.0,359.0,380.0
1150.0,333.0,360.0,380.0
1200.0,333.0,360.0,381.0
1250.0,333.0,360.0,380.0
1300.0,333.0,360.0,380.0
1350.0,333.0,360.0,380.0
1400.0,333.0,359.0,380.0
1451.0,333.0,360.0,380.0
1501.0,333.0,360.0,380.0
1551.0,333.0,360.0,380.0
1601.0,333.0,360.0,381.0
1651.0,333.0,360.0,380.0
1701.0,333.0,360.0,380.0
1751.0,333.0,360.0,380.0
1801.0,333.0,360.0,380.0
1851.0,334.0,360.0,380.0
1901.0,333.0,360.0,381.0
1951.0,333.0,360.0,381.0
2001.0,333.0,360.0,381.0
2051.0,333.0,360.0,380.0
2101.0,333.0,360.0,380.0
2151.0,333.0,360.0,381.0
2201.0,333.0,360.0,380.0
2251.0,333.0,360.0,380.0
2301.0,333.0,360.0,380.0
2351.0,333.0,360.0,381.0
2401.0,333.0,360.0,380.0
2451.0,333.0,359.0,381.0
2501.0,333.0,360.0,381.0
2551.0,333.0,360.0,380.0
2601.0,333.0,360.0,380.0
2651.0,333.0,360.0,381.0
2701.0,333.0,360.0,380.0
2751.0,333.0,359.0,380.0
2801.0,333.0,360.0,381.0
2851.0,333.0,360.0,380.0
2902.0,333.0,359.0,380.0
2952.0,333.0,360.0,380.0
3002.0,333.0,360.0,381.0
3052.0,333.0,359.0,380.0
3102.0,333.0,360.0,381.0
3152.0,333.0,360.0,380.0
3202.0,333.0,360.0,380.0
3252.0,333.0,360.0,380.0
3302.0,333.0,360.0,380.0
3352.0,333.0,360.0,380.0
3402.0,333.0,360.0,381.0
3452.0,333.0,360.0,380.0
3502.0,333.0,360.0,380.0
3552.0,333.0,359.0,380.0
3602.0,333.0,360.0,380.0
3652.0,333.0,360.0,380.0
3702.0,333.0,360.0,380.0
3752.0,333.0,360.0,380.0
3802.0,333.0,360.0,381.0
3852.0,333.0,360.0,380.0
3902.0,333.0,360.0,380.0
3952.0,333.0,360.0,380.0
4002.0,333.0,360.0,380.0
4052.0,333.0,360.0,380.0
4102.0,333.0,360.0,380.0
4152.0,333.0,359.0,380.0
4202.0,333.0,359.0,380.0
4252.0,333.0,359.0,381.0
4302.0,333.0,360.0,381.0
4352.0,333.0,360.0,380.0
4402.0,333.0,359.0,380.0
4452.0,333.0,360.0,380.0
4502.0,334.0,360.0,380.0
4552.0,333.0,360.0,380.0
4602.0,333.0,359.0,381.0
4652.0,333.0,360.0,380.0
4702.0,333.0,360.0,380.0
4752.0,333.0,360.0,380.0
4802.0,333.0,360.0,380.0
4852.0,333.0,360.0,380.0
4902.0,333.0,360.0,381.0
4952.0,333.0,360.0,380.0
5002.0,333.0,360.0,380.0
5052.0,333.0,360.0,381.0
5102.0,333.0,360.0,380.0
5152.0,333.0,359.0,380.0
5202.0,333.0,360.0,381.0
5252.0,333.0,360.0,380.0
5302.0,333.0,360.0,381.0
5352.0,333.0,360.0,380.0
5402.0,333.0,360.0,380.0
5452.0,334.0,359.0,380.0
5502.0,333.0,360.0,380.0
5552.0,333.0,360.0,381.0
5602.0,333.0,360.0,381.0
5652.0,333.0,360.0,381.0
5702.0,333.0,360.0,380.0
5752.0,333.0,359.0,381.0
5803.0,333.0,360.0,380.0
5853.0,333.0,360.0,380.0
5903.0,333.0,360.0,380.0
5953.0,333.0,360.0,380.0
6003.0,333.0,360.0,380.0
6053.0,333.0,360.0,380.0
6103.0,333.0,360.0,381.0
6153.0,333.0,360.0,381.0
6203.0,333.0,360.0,380.0
6253.0,333.0,359.0,380.0
6303.0,333.0,359.0,380.0
6353.0,333.0,359.0,381.0
6403.0,333.0,360.0,380.0
6453.0,333.0,358.0,380.0
6503.0,333.0,359.0,380.0
6553.0,333.0,359.0,381.0
6603.0,333.0,359.0,380.0
6653.0,333.0,359.0,379.0
6703.0,333.0,359.0,380.0
6753.0,333.0,359.0,380.0
6803.0,333.0,359.0,380.0
6853.0,334.0,359.0,380.0
6903.0,332.0,361.0,380.0
6953.0,333.0,360.0,381.0
7003.0,334.0,359.0,381.0
7053.0,333.0,359.0,380.0
7103.0,333.0,360.0,381.0
7153.0,333.0,360.0,381.0
7203.0,333.0,360.0,381.0
7254.0,333.0,360.0,381.0
7304.0,334.0,359.0,380.0
7354.0,334.0,360.0,381.0
7404.0,333.0,360.0,381.0
7454.0,338.0,280.0,374.0
7504.0,335.0,361.0,383.0
7554.0,338.0,351.0,392.0
7604.0,328.0,333.0,396.0
7654.0,338.0,352.0,377.0
7704.0,338.0,312.0,394.0
7754.0,327.0,335.0,391.0
7804.0,331.0,323.0,394.0
7854.0,335.0,317.0,381.0
7904.0,336.0,312.0,393.0
7954.0,333.0,309.0,389.0
8004.0,332.0,308.0,389.0
8054.0,333.0,304.0,393.0
8104.0,331.0,306.0,390.0
8154.0,334.0,308.0,387.0
8204.0,333.0,306.0,389.0
8254.0,330.0,302.0,388.0
8304.0,336.0,307.0,390.0
8354.0,329.0,305.0,388.0
8404.0,332.0,306.0,388.0
8454.0,331.0,312.0,392.0
8504.0,337.0,301.0,389.0
8554.0,332.0,309.0,389.0
8604.0,338.0,311.0,392.0
8654.0,340.0,307.0,389.0
8704.0,329.0,304.0,383.0
8754.0,341.0,312.0,394.0
8804.0,347.0,292.0,394.0
8854.0,341.0,308.0,389.0
8904.0,336.0,309.0,391.0
8954.0,345.0,307.0,384.0
9004.0,338.0,310.0,389.0
9054.0,348.0,318.0,390.0
9104.0,340.0,319.0,389.0
9154.0,347.0,311.0,398.0
9204.0,343.0,334.0,382.0
9254.0,329.0,333.0,393.0
9304.0,344.0,339.0,387.0
9354.0,325.0,348.0,396.0
9404.0,330.0,346.0,391.0
9454.0,343.0,342.0,378.0
9504.0,304.0,378.0,385.0
9554.0,339.0,360.0,382.0
9604.0,341.0,357.0,387.0
9654.0,342.0,355.0,378.0
9704.0,378.0,365.0,409.0
