-0.56	6835.00
-0.77	6852.00
-0.56	6870.00
-0.49	6888.00
-0.56	6905.00
-0.56	6923.00
-0.28	6940.00
-0.35	6959.00
-0.63	6976.00
-0.56	6993.00
-0.63	7012.00
-0.84	7029.00
-0.70	7047.00
-0.91	7064.00
-0.42	7083.00
-0.49	7100.00
-0.63	7117.00
-0.56	7136.00
-0.63	7153.00
-0.49	7171.00
-0.56	7188.00
-0.56	7206.00
-0.56	7224.00
-0.70	7241.00
-0.49	7259.00
-0.28	7277.00
-0.70	7294.00
-0.35	7312.00
-0.63	7330.00
-0.42	7348.00
-0.63	7365.00
-0.49	7383.00
-0.63	7401.00
-0.70	7418.00
-0.56	7436.00
-0.35	7454.00
-0.42	7472.00
-0.77	7489.00
-0.84	7506.00
-0.77	7525.00
-0.56	7542.00
-0.56	7560.00
-0.42	7578.00
-0.70	7596.00
-0.49	7613.00
-0.63	7630.00
-0.28	7649.00
-0.49	7666.00
-0.77	7684.00
-0.70	7702.00
-0.77	7719.00
-0.63	7737.00
-0.35	7754.00
-0.63	7773.00
-0.84	7790.00
-0.56	7808.00
-0.42	7826.00
-0.56	7843.00
-0.49	7861.00
-0.56	7878.00
-0.91	7897.00
-0.77	7914.00
-0.49	7931.00
-0.77	7950.00
-1.05	7967.00
-0.63	7985.00
-0.42	8002.00
-0.70	8020.00
-0.77	8038.00
-0.49	8055.00
-0.56	8074.00
-0.70	8091.00
-0.56	8109.00
-0.63	8126.00
-0.49	8144.00
-0.49	8162.00
-0.77	8179.00
-0.70	8198.00
-0.63	8215.00
-0.35	8232.00
0.14	8250.00
-0.42	8268.00
-0.63	8286.00
-0.70	8303.00
-0.56	8322.00
-0.35	8339.00
-0.49	8356.00
-0.56	8374.00
-0.49	8392.00
-0.63	8410.00
-0.42	8427.00
-0.49	8445.00
-0.98	8463.00
-0.49	8480.00
-0.56	8498.00
-0.63	8516.00
-0.56	8534.00
-0.63	8551.00
-0.42	8569.00
-0.49	8587.00
-0.70	8604.00
-0.91	8622.00
-0.14	8640.00
-0.70	8657.00
-0.63	8675.00
-0.56	8693.00
-0.70	8711.00
-0.70	8728.00
67.20	8745.00
175.49	8764.00
236.60	8781.00
282.45	8799.00
317.03	8817.00
344.33	8835.00
355.88	8852.00
366.66	8870.00
379.68	8888.00
375.34	8906.00
394.10	8924.00
390.88	8941.00
391.37	8960.00
397.11	8977.00
394.80	8994.00
392.98	9013.00
391.02	9030.00
382.97	9048.00
381.57	9066.00
380.59	9083.00
366.59	9101.00
375.62	9119.00
378.14	9137.00
381.85	9155.00
387.45	9172.00
396.97	9190.00
398.86	9208.00
402.85	9226.00
396.62	9243.00
396.13	9262.00
392.28	9279.00
388.43	9296.00
384.86	9315.00
387.24	9332.00
382.83	9350.00
387.66	9368.00
385.77	9385.00
395.71	9404.00
392.98	9421.00
395.36	9439.00
405.58	9457.00
407.47	9475.00
405.02	9492.00
394.10	9510.00
378.21	9528.00
398.44	9545.00
381.15	9564.00
375.76	9581.00
378.21	9598.00
363.58	9617.00
362.81	9634.00
366.87	9653.00
359.38	9670.00
362.81	9688.00
363.30	9706.00
375.62	9723.00
351.82	9741.00
365.05	9759.00
362.53	9777.00
365.26	9794.00
371.91	9812.00
370.93	9830.00
359.17	9847.00
374.99	9866.00
364.91	9883.00
354.20	9902.00
354.69	9919.00
351.75	9936.00
358.54	9955.00
359.66	9972.00
364.49	9990.00
370.93	10008.00
370.02	10025.00
373.80	10043.00
383.32	10061.00
380.66	10079.00
386.19	10097.00
378.70	10115.00
378.00	10132.00
386.12	10150.00
378.28	10168.00
372.82	10186.00
376.04	10204.00
367.22	10221.00
377.09	10240.00
369.74	10257.00
371.63	10275.00
371.00	10293.00
374.85	10310.00
374.92	10329.00
371.63	10346.00
379.12	10364.00
380.10	10382.00
375.13	10399.00
381.08	10418.00
374.15	10435.00
367.71	10454.00
366.66	10471.00
363.79	10488.00
358.40	10507.00
362.60	10524.00
363.51	10543.00
364.42	10560.00
368.69	10577.00
365.47	10596.00
366.87	10613.00
360.71	10632.00
367.57	10649.00
365.61	10667.00
362.39	10685.00
367.29	10702.00
363.23	10720.00
364.77	10738.00
363.30	10756.00
359.73	10774.00
356.09	10791.00
367.22	10809.00
345.52	10827.00
351.61	10845.00
354.76	10863.00
349.86	10881.00
359.66	10898.00
355.67	10916.00
358.89	10934.00
364.63	10952.00
365.19	10970.00
367.50	10987.00
366.52	11005.00
366.87	11023.00
372.82	11041.00
365.05	11059.00
371.00	11076.00
363.02	11095.00
376.95	11112.00
375.20	11130.00
383.39	11148.00
380.80	11165.00
378.28	11184.00
387.73	11201.00
385.14	11219.00
389.62	11237.00
385.70	11254.00
389.62	11273.00
390.60	11290.00
388.99	11309.00
388.92	11326.00
394.66	11343.00
388.22	11362.00
388.99	11379.00
387.52	11397.00
379.40	11415.00
365.61	11432.00
373.94	11451.00
369.53	11468.00
362.04	11486.00
364.42	11504.00
362.11	11522.00
364.98	11540.00
365.19	11557.00
356.86	11575.00
351.68	11593.00
347.76	11611.00
345.59	11629.00
340.06	11646.00
340.69	11664.00
334.67	11682.00
329.91	11700.00
336.63	11718.00
339.64	11736.00
310.24	11753.00
157.36	11771.00
11.20	11789.00
-21.91	11807.00
4.06	11825.00
-1.82	11842.00
-1.05	11860.00
-0.70	11878.00
-0.84	11895.00
-0.91	11914.00
-0.56	11931.00
-0.42	11949.00
-0.56	11967.00
-0.49	11984.00
-0.70	12002.00
-0.49	12020.00
-0.49	12038.00
-0.42	12055.00
-0.77	12073.00
-17.92	12091.00
-0.56	12108.00
-0.77	12127.00
-0.42	12144.00
-0.56	12162.00
-0.56	12180.00
-0.77	12197.00
-0.77	12215.00
-0.70	12233.00
-0.63	12251.00
-0.42	12268.00
-0.63	12286.00
-0.70	12304.00
-0.70	12321.00
-0.77	12340.00
-0.63	12357.00
-0.42	12375.00
-0.70	12393.00
-0.84	12410.00
-0.63	12429.00
-0.70	12446.00
-0.77	12464.00
-0.56	12482.00
-0.77	12499.00
-0.77	12517.00
-0.49	12535.00
-0.63	12553.00
-0.63	12570.00
-0.42	12589.00
-0.35	12606.00
-0.70	12623.00
-0.56	12642.00
-0.84	12659.00
-0.63	12677.00
-0.77	12695.00
-0.91	12712.00
-0.49	12730.00
-0.84	12748.00
-0.70	12766.00
-0.63	12783.00
-0.77	12802.00
-0.70	12819.00
-0.49	12836.00
-0.56	12855.00
-0.56	12872.00
-0.77	12890.00
-0.56	12908.00
-0.70	12925.00
