"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"60","GTP","Tom Blomqvist","1","1:10.345","1:10.345","Green","Track","21.548","31.962","16.788"
"10","GTP","Ricky Taylor","1","1:11.059","1:11.059","Green","Track","22.197","32.106","16.755"
"01","GTP","Sebastien Bourdais","1","1:12.040","1:12.040","Green","Track","22.802","32.125","16.897"
"31","GTP","Pipo Derani","1","1:12.543","1:12.543","Green","Track","22.991","32.281","16.961"
"7","GTP","Felipe Nasr","1","1:13.071","1:13.071","Green","Track","23.197","32.123","17.252"
"24","GTP","Augusto Farfus","1","1:14.620","1:14.620","Green","Track","23.867","32.925","17.309"
"6","GTP","Mathieu Jaminet","1","1:15.053","1:15.053","Green","Track","23.484","32.968","17.441"
"25","GTP","Nick Yelloly","1","1:15.593","1:15.593","Green","Track","24.044","33.100","17.618"
"5","GTP","Mike Rockenfeller","1","1:16.047","1:16.047","Green","Track","24.228","33.024","17.807"
"74","LMP3","Gar Robinson","1","1:19.331","1:19.331","Green","Track","23.858","35.635","18.189"
"13","LMP3","Orey Fidani","1","1:19.951","1:19.951","Green","Track","23.813","35.442","18.704"
"30","LMP3","Ari Balogh","1","1:20.394","1:20.394","Green","Track","23.939","35.900","18.487"
"17","LMP3","Anthony Mantella","1","1:20.819","1:20.819","Green","Track","24.052","36.080","18.420"
"4","LMP3","Antoine Comeau","1","1:21.627","1:21.627","Green","Track","24.311","36.074","18.636"
"33","LMP3","Lance Willsey","1","1:22.033","1:22.033","Green","Track","24.345","36.038","18.691"
"14","GTDPRO","Jack Hawksworth","1","1:34.087","1:34.087","Green","Track","23.684","35.441","18.386"
"79","GTDPRO","Jules Gounon","1","1:35.098","1:35.098","Green","Track","23.887","35.517","18.738"
"23","GTDPRO","Alex Riberas","1","1:35.606","1:35.606","Green","Track","24.070","35.672","18.686"
"27","GTD","Roman De Angelis","1","1:36.103","1:36.103","Green","Track","24.398","35.690","18.853"
"3","GTDPRO","Jordan Taylor","1","1:36.501","1:36.501","Green","Track","24.383","35.701","19.007"
"1","GTD","Madison Snow","1","1:36.847","1:36.847","Green","Track","24.575","35.571","18.983"
"9","GTDPRO","Klaus Bachler","1","1:37.234","1:37.234","Green","Track","24.667","35.851","19.337"
"32","GTD","Mikael Grenier","1","1:37.903","1:37.903","Green","Track","24.628","35.992","19.178"
"96","GTD","Patrick Gallagher","1","1:38.220","1:38.220","Green","Track","24.665","35.656","19.396"
"78","GTD","Misha Goikhberg","1","1:38.689","1:38.689","Green","Track","25.020","36.283","19.037"
"57","GTD","Russell Ward","1","1:39.124","1:39.124","Green","Track","24.795","36.095","19.175"
"97","GTD","Chandler Hull","1","1:39.607","1:39.607","Green","Track","24.960","36.381","19.227"
"70","GTD","Brendan Iribe","1","1:40.118","1:40.118","Green","Track","24.768","36.563","19.252"
"80","GTD","PJ Hyett","1","1:40.702","1:40.702","Green","Track","25.091","36.605","19.416"
"77","GTD","Alan Brynjolfsson","1","1:41.256","1:41.256","Green","Track","25.605","36.296","19.411"
"66","GTD","Sheena Monk","1","1:41.722","1:41.722","Green","Track","25.833","36.228","19.479"
"91","GTD","Alan Metni","1","1:42.106","1:42.106","Green","Track","25.769","36.472","19.809"
"92","GTD","David Brule","1","1:45.373","1:45.373","Green","Track","26.302","37.683","20.240"
"12","GTD","Frankie Montecalvo","1","1:55.761","1:55.761","Green","Pit","0.000","36.914","28.420"
"60","GTP","Tom Blomqvist","2","1:08.067","2:18.412","Green","Track","20.414","31.333","16.320"
"10","GTP","Ricky Taylor","2","1:08.404","2:19.463","Green","Track","20.332","31.673","16.399"
"01","GTP","Sebastien Bourdais","2","1:08.934","2:20.974","Green","Track","20.728","31.503","16.703"
"31","GTP","Pipo Derani","2","1:08.828","2:21.371","Green","Track","20.706","31.232","16.890"
"7","GTP","Felipe Nasr","2","1:09.092","2:22.163","Green","Track","21.070","31.361","16.661"
"24","GTP","Augusto Farfus","2","1:09.522","2:24.142","Green","Track","21.059","31.655","16.808"
"6","GTP","Mathieu Jaminet","2","1:09.603","2:24.656","Green","Track","21.034","31.584","16.985"
"25","GTP","Nick Yelloly","2","1:10.020","2:25.613","Green","Track","21.373","31.680","16.967"
"5","GTP","Mike Rockenfeller","2","1:10.239","2:26.286","Green","Track","21.492","31.724","17.023"
"74","LMP3","Gar Robinson","2","1:14.993","2:34.324","Green","Track","22.107","35.017","17.869"
"13","LMP3","Orey Fidani","2","1:15.081","2:35.032","Green","Track","22.154","34.650","18.277"
"30","LMP3","Ari Balogh","2","1:15.866","2:36.260","Green","Track","22.490","35.183","18.193"
"17","LMP3","Anthony Mantella","2","1:15.874","2:36.693","Green","Track","22.424","35.291","18.159"
"4","LMP3","Antoine Comeau","2","1:16.355","2:37.982","Green","Track","22.711","35.348","18.296"
"14","GTDPRO","Jack Hawksworth","2","1:18.009","2:52.096","Green","Track","22.972","36.396","18.641"
"23","GTDPRO","Alex Riberas","2","1:17.977","2:53.583","Green","Track","23.271","35.901","18.805"
"79","GTDPRO","Jules Gounon","2","1:18.964","2:54.062","Green","Track","23.312","36.308","19.344"
"33","LMP3","Lance Willsey","2","1:32.330","2:54.363","Green","Track","22.738","49.928","19.664"
"27","GTD","Roman De Angelis","2","1:18.438","2:54.541","Green","Track","23.152","35.957","19.329"
"3","GTDPRO","Jordan Taylor","2","1:18.298","2:54.799","Green","Track","23.170","35.783","19.345"
"1","GTD","Madison Snow","2","1:18.226","2:55.073","Green","Track","23.372","35.428","19.426"
"9","GTDPRO","Klaus Bachler","2","1:18.211","2:55.445","Green","Track","23.410","35.850","18.951"
"32","GTD","Mikael Grenier","2","1:18.372","2:56.275","Green","Track","23.514","35.856","19.002"
"96","GTD","Patrick Gallagher","2","1:18.462","2:56.682","Green","Track","23.738","35.658","19.066"
"78","GTD","Misha Goikhberg","2","1:18.757","2:57.446","Green","Track","23.571","36.119","19.067"
"57","GTD","Russell Ward","2","1:18.855","2:57.979","Green","Track","23.547","36.321","18.987"
"97","GTD","Chandler Hull","2","1:18.959","2:58.566","Green","Track","23.621","36.197","19.141"
"70","GTD","Brendan Iribe","2","1:18.942","2:59.060","Green","Track","23.565","36.032","19.345"
"80","GTD","PJ Hyett","2","1:18.842","2:59.544","Green","Track","23.740","36.037","19.065"
"66","GTD","Sheena Monk","2","1:18.848","3:00.570","Green","Track","23.761","35.793","19.294"
"77","GTD","Alan Brynjolfsson","2","1:19.834","3:01.090","Green","Track","23.805","36.215","19.814"
"91","GTD","Alan Metni","2","1:19.614","3:01.720","Green","Track","24.053","36.090","19.471"
"92","GTD","David Brule","2","1:22.082","3:07.455","Green","Track","24.920","37.232","19.930"
"12","GTD","Frankie Montecalvo","2","1:28.335","3:24.096","Green","Track","33.710","35.814","18.811"
"60","GTP","Tom Blomqvist","3","1:07.648","3:26.060","Green","Track","20.098","31.238","16.312"
"10","GTP","Ricky Taylor","3","1:07.936","3:27.399","Green","Track","20.059","31.480","16.397"
"01","GTP","Sebastien Bourdais","3","1:08.407","3:29.381","Green","Track","20.411","31.545","16.451"
"31","GTP","Pipo Derani","3","1:08.465","3:29.836","Green","Track","20.506","31.472","16.487"
"7","GTP","Felipe Nasr","3","1:08.712","3:30.875","Green","Track","20.445","31.457","16.810"
"24","GTP","Augusto Farfus","3","1:08.800","3:32.942","Green","Track","20.606","31.530","16.664"
"6","GTP","Mathieu Jaminet","3","1:08.932","3:33.588","Green","Track","20.590","31.511","16.831"
"25","GTP","Nick Yelloly","3","1:08.853","3:34.466","Green","Track","20.636","31.446","16.771"
"5","GTP","Mike Rockenfeller","3","1:09.353","3:35.639","Green","Track","20.675","31.573","17.105"
"74","LMP3","Gar Robinson","3","1:15.131","3:49.455","Green","Track","21.956","35.115","18.060"
"13","LMP3","Orey Fidani","3","1:15.127","3:50.159","Green","Track","22.245","34.713","18.169"
"30","LMP3","Ari Balogh","3","1:14.887","3:51.147","Green","Track","21.966","34.939","17.982"
"17","LMP3","Anthony Mantella","3","1:15.398","3:52.091","Green","Track","22.138","35.088","18.172"
"4","LMP3","Antoine Comeau","3","1:15.674","3:53.656","Green","Track","22.527","35.176","17.971"
"14","GTDPRO","Jack Hawksworth","3","1:16.942","4:09.038","Green","Track","22.995","35.470","18.477"
"23","GTDPRO","Alex Riberas","3","1:16.945","4:10.528","Green","Track","22.948","35.420","18.577"
"79","GTDPRO","Jules Gounon","3","1:17.471","4:11.533","Green","Track","23.329","35.513","18.629"
"33","LMP3","Lance Willsey","3","1:17.890","4:12.253","Green","Track","23.336","35.854","18.700"
"3","GTDPRO","Jordan Taylor","3","1:17.897","4:12.696","Green","Track","23.584","35.401","18.912"
"27","GTD","Roman De Angelis","3","1:18.445","4:12.986","Green","Track","23.460","35.725","19.260"
"1","GTD","Madison Snow","3","1:18.290","4:13.363","Green","Track","23.695","35.249","19.346"
"9","GTDPRO","Klaus Bachler","3","1:18.195","4:13.640","Green","Track","23.656","35.669","18.870"
"32","GTD","Mikael Grenier","3","1:18.046","4:14.321","Green","Track","23.530","35.620","18.896"
"96","GTD","Patrick Gallagher","3","1:18.126","4:14.808","Green","Track","23.604","35.503","19.019"
"78","GTD","Misha Goikhberg","3","1:18.010","4:15.456","Green","Track","23.522","35.618","18.870"
"57","GTD","Russell Ward","3","1:18.026","4:16.005","Green","Track","23.379","35.672","18.975"
"97","GTD","Chandler Hull","3","1:18.094","4:16.660","Green","Track","23.460","35.515","19.119"
"70","GTD","Brendan Iribe","3","1:17.978","4:17.038","Green","Track","23.332","35.607","19.039"
"80","GTD","PJ Hyett","3","1:18.792","4:18.336","Green","Track","23.633","35.920","19.239"
"66","GTD","Sheena Monk","3","1:18.234","4:18.804","Green","Track","23.586","35.201","19.447"
"77","GTD","Alan Brynjolfsson","3","1:18.782","4:19.872","Green","Track","23.820","35.911","19.051"
"91","GTD","Alan Metni","3","1:18.822","4:20.542","Green","Track","23.560","35.725","19.537"
"92","GTD","David Brule","3","1:21.692","4:29.147","Green","Track","24.519","37.036","20.137"
"60","GTP","Tom Blomqvist","4","1:08.310","4:34.370","Green","Track","20.734","31.338","16.238"
"10","GTP","Ricky Taylor","4","1:08.407","4:35.806","Green","Track","20.484","31.473","16.450"
"01","GTP","Sebastien Bourdais","4","1:08.471","4:37.852","Green","Track","20.288","31.644","16.539"
"31","GTP","Pipo Derani","4","1:08.507","4:38.343","Green","Track","20.468","31.485","16.554"
"7","GTP","Felipe Nasr","4","1:08.607","4:39.482","Green","Track","20.517","31.396","16.694"
"12","GTD","Frankie Montecalvo","3","1:18.034","4:42.130","Green","Track","23.399","35.866","18.769"
"24","GTP","Augusto Farfus","4","1:09.212","4:42.154","Green","Track","20.632","31.480","17.100"
"6","GTP","Mathieu Jaminet","4","1:08.959","4:42.547","Green","Track","20.636","31.389","16.934"
"25","GTP","Nick Yelloly","4","1:08.895","4:43.361","Green","Track","20.560","31.517","16.818"
"5","GTP","Mike Rockenfeller","4","1:09.756","4:45.395","Green","Track","20.493","31.606","17.657"
"74","LMP3","Gar Robinson","4","1:14.812","5:04.267","Green","Track","21.886","34.973","17.953"
"13","LMP3","Orey Fidani","4","1:15.181","5:05.340","Green","Track","22.435","34.731","18.015"
"30","LMP3","Ari Balogh","4","1:15.159","5:06.306","Green","Track","22.042","35.032","18.085"
"17","LMP3","Anthony Mantella","4","1:15.613","5:07.704","Green","Track","22.346","35.196","18.071"
"4","LMP3","Antoine Comeau","4","1:15.475","5:09.131","Green","Track","22.238","35.105","18.132"
"14","GTDPRO","Jack Hawksworth","4","1:16.959","5:25.997","Green","Track","22.982","35.513","18.464"
"23","GTDPRO","Alex Riberas","4","1:16.938","5:27.466","Green","Track","22.939","35.375","18.624"
"79","GTDPRO","Jules Gounon","4","1:17.326","5:28.859","Green","Track","23.103","35.532","18.691"
"33","LMP3","Lance Willsey","4","1:16.888","5:29.141","Green","Track","22.848","35.376","18.664"
"3","GTDPRO","Jordan Taylor","4","1:17.127","5:29.823","Green","Track","22.950","35.386","18.791"
"27","GTD","Roman De Angelis","4","1:18.092","5:31.078","Green","Track","23.157","35.703","19.232"
"1","GTD","Madison Snow","4","1:17.879","5:31.242","Green","Track","23.426","35.038","19.415"
"9","GTDPRO","Klaus Bachler","4","1:17.702","5:31.342","Green","Track","23.402","35.483","18.817"
"32","GTD","Mikael Grenier","4","1:17.861","5:32.182","Green","Track","23.356","35.585","18.920"
"96","GTD","Patrick Gallagher","4","1:18.054","5:32.862","Green","Track","23.454","35.537","19.063"
"78","GTD","Misha Goikhberg","4","1:18.169","5:33.625","Green","Track","23.369","35.781","19.019"
"57","GTD","Russell Ward","4","1:18.075","5:34.080","Green","Track","23.365","35.497","19.213"
"97","GTD","Chandler Hull","4","1:18.224","5:34.884","Green","Track","23.488","35.695","19.041"
"70","GTD","Brendan Iribe","4","1:18.273","5:35.311","Green","Track","23.423","35.630","19.220"
"66","GTD","Sheena Monk","4","1:18.347","5:37.151","Green","Track","23.800","35.433","19.114"
"80","GTD","PJ Hyett","4","1:19.279","5:37.615","Green","Track","23.759","35.995","19.525"
"77","GTD","Alan Brynjolfsson","4","1:18.625","5:38.497","Green","Track","23.570","35.800","19.255"
"91","GTD","Alan Metni","4","1:18.597","5:39.139","Green","Track","23.604","35.640","19.353"
"60","GTP","Tom Blomqvist","5","1:07.790","5:42.160","Green","Track","20.190","31.339","16.261"
"10","GTP","Ricky Taylor","5","1:08.020","5:43.826","Green","Track","20.222","31.461","16.337"
"01","GTP","Sebastien Bourdais","5","1:09.618","5:47.470","Green","Track","20.297","32.347","16.974"
"31","GTP","Pipo Derani","5","1:09.496","5:47.839","Green","Track","20.372","31.838","17.286"
"7","GTP","Felipe Nasr","5","1:08.792","5:48.274","Green","Track","20.512","31.500","16.780"
"24","GTP","Augusto Farfus","5","1:09.447","5:51.601","Green","Track","20.769","31.439","17.239"
"6","GTP","Mathieu Jaminet","5","1:10.061","5:52.608","Green","Track","21.297","31.368","17.396"
"25","GTP","Nick Yelloly","5","1:10.268","5:53.629","Green","Track","21.037","31.620","17.611"
"92","GTD","David Brule","4","1:24.980","5:54.127","Green","Track","26.240","37.520","21.220"
"5","GTP","Mike Rockenfeller","5","1:10.496","5:55.891","Green","Track","20.757","32.734","17.005"
"12","GTD","Frankie Montecalvo","4","1:18.335","6:00.465","Green","Track","23.758","35.901","18.676"
"74","LMP3","Gar Robinson","5","1:14.977","6:19.244","Green","Track","21.847","35.137","17.993"
"13","LMP3","Orey Fidani","5","1:15.152","6:20.492","Green","Track","22.082","34.869","18.201"
"30","LMP3","Ari Balogh","5","1:15.226","6:21.532","Green","Track","22.142","35.040","18.044"
"17","LMP3","Anthony Mantella","5","1:15.424","6:23.128","Green","Track","22.048","35.210","18.166"
"4","LMP3","Antoine Comeau","5","1:16.444","6:25.575","Green","Track","22.050","34.931","19.463"
"14","GTDPRO","Jack Hawksworth","5","1:16.903","6:42.900","Green","Track","22.943","35.488","18.472"
"23","GTDPRO","Alex Riberas","5","1:17.153","6:44.619","Green","Track","22.929","35.590","18.634"
"79","GTDPRO","Jules Gounon","5","1:17.303","6:46.162","Green","Track","23.264","35.440","18.599"
"33","LMP3","Lance Willsey","5","1:17.804","6:46.945","Green","Track","23.278","35.893","18.633"
"3","GTDPRO","Jordan Taylor","5","1:17.578","6:47.401","Green","Track","23.289","35.548","18.741"
"27","GTD","Roman De Angelis","5","1:17.401","6:48.479","Green","Track","23.313","35.497","18.591"
"1","GTD","Madison Snow","5","1:17.787","6:49.029","Green","Track","23.643","35.220","18.924"
"9","GTDPRO","Klaus Bachler","5","1:18.091","6:49.433","Green","Track","23.890","35.444","18.757"
"32","GTD","Mikael Grenier","5","1:18.246","6:50.428","Green","Track","23.635","35.700","18.911"
"96","GTD","Patrick Gallagher","5","1:18.122","6:50.984","Green","Track","23.594","35.512","19.016"
"78","GTD","Misha Goikhberg","5","1:18.064","6:51.689","Green","Track","23.459","35.682","18.923"
"60","GTP","Tom Blomqvist","6","1:09.806","6:51.966","Green","Track","20.528","31.782","17.496"
"57","GTD","Russell Ward","5","1:18.415","6:52.495","Green","Track","23.663","35.420","19.332"
"97","GTD","Chandler Hull","5","1:18.751","6:53.635","Green","Track","23.507","35.739","19.505"
"10","GTP","Ricky Taylor","6","1:09.844","6:53.670","Green","Track","20.274","32.254","17.316"
"70","GTD","Brendan Iribe","5","1:18.989","6:54.300","Green","Track","23.460","35.866","19.663"
"66","GTD","Sheena Monk","5","1:18.341","6:55.492","Green","Track","23.789","35.379","19.173"
"80","GTD","PJ Hyett","5","1:19.850","6:57.465","Green","Track","24.230","36.345","19.275"
"01","GTP","Sebastien Bourdais","6","1:10.440","6:57.910","Green","Track","20.503","31.798","18.139"
"31","GTP","Pipo Derani","6","1:10.432","6:58.271","Green","Track","20.620","31.714","18.098"
"7","GTP","Felipe Nasr","6","1:10.400","6:58.674","Green","Track","21.064","31.624","17.712"
"77","GTD","Alan Brynjolfsson","5","1:20.182","6:58.679","Green","Track","23.615","36.613","19.954"
"91","GTD","Alan Metni","5","1:20.580","6:59.719","Green","Track","24.191","36.291","20.098"
"24","GTP","Augusto Farfus","6","1:09.103","7:00.704","Green","Track","20.662","31.563","16.878"
"6","GTP","Mathieu Jaminet","6","1:08.792","7:01.400","Green","Track","20.486","31.416","16.890"
"25","GTP","Nick Yelloly","6","1:09.294","7:02.923","Green","Track","20.830","31.571","16.893"
"5","GTP","Mike Rockenfeller","6","1:10.070","7:05.961","Green","Track","21.720","31.521","16.829"
"92","GTD","David Brule","5","1:23.710","7:17.837","Green","Track","25.774","37.450","20.486"
"12","GTD","Frankie Montecalvo","5","1:17.615","7:18.080","Green","Track","23.128","35.610","18.877"
"74","LMP3","Gar Robinson","6","1:14.870","7:34.114","Green","Track","21.831","34.957","18.082"
"13","LMP3","Orey Fidani","6","1:15.378","7:35.870","Green","Track","22.370","34.849","18.159"
"30","LMP3","Ari Balogh","6","1:15.137","7:36.669","Green","Track","22.199","35.117","17.821"
"17","LMP3","Anthony Mantella","6","1:15.380","7:38.508","Green","Track","22.174","34.833","18.373"
"4","LMP3","Antoine Comeau","6","1:16.772","7:42.347","Green","Track","23.311","35.239","18.222"
"14","GTDPRO","Jack Hawksworth","6","1:17.082","7:59.982","Green","Track","23.094","35.462","18.526"
"23","GTDPRO","Alex Riberas","6","1:17.519","8:02.138","Green","Track","23.044","35.661","18.814"
"79","GTDPRO","Jules Gounon","6","1:17.547","8:03.709","Green","Track","23.164","35.585","18.798"
"60","GTP","Tom Blomqvist","7","1:12.045","8:04.011","Green","Track","21.393","32.808","17.844"
"33","LMP3","Lance Willsey","6","1:17.724","8:04.669","Green","Track","22.858","35.733","19.133"
"10","GTP","Ricky Taylor","7","1:11.177","8:04.847","Green","Track","21.428","32.551","17.198"
"3","GTDPRO","Jordan Taylor","6","1:17.507","8:04.908","Green","Track","23.195","35.508","18.804"
"27","GTD","Roman De Angelis","6","1:17.796","8:06.275","Green","Track","23.068","35.663","19.065"
"1","GTD","Madison Snow","6","1:17.780","8:06.809","Green","Track","23.418","35.444","18.918"
"9","GTDPRO","Klaus Bachler","6","1:17.873","8:07.306","Green","Track","23.367","35.879","18.627"
"32","GTD","Mikael Grenier","6","1:18.362","8:08.790","Green","Track","23.513","36.012","18.837"
"96","GTD","Patrick Gallagher","6","1:18.573","8:09.557","Green","Track","23.656","35.818","19.099"
"01","GTP","Sebastien Bourdais","7","1:12.172","8:10.082","Green","Track","22.040","32.046","18.086"
"31","GTP","Pipo Derani","7","1:12.086","8:10.357","Green","Track","21.943","31.992","18.151"
"7","GTP","Felipe Nasr","7","1:11.890","8:10.564","Green","Track","21.886","32.016","17.988"
"78","GTD","Misha Goikhberg","6","1:18.990","8:10.679","Green","Track","23.795","35.716","19.479"
"57","GTD","Russell Ward","6","1:19.078","8:11.573","Green","Track","23.859","35.722","19.497"
"24","GTP","Augusto Farfus","7","1:11.237","8:11.941","Green","Track","21.871","31.603","17.763"
"6","GTP","Mathieu Jaminet","7","1:11.052","8:12.452","Green","Track","21.594","31.706","17.752"
"97","GTD","Chandler Hull","6","1:18.951","8:12.586","Green","Track","23.880","35.560","19.511"
"70","GTD","Brendan Iribe","6","1:19.122","8:13.422","Green","Track","23.508","36.069","19.545"
"25","GTP","Nick Yelloly","7","1:11.113","8:14.036","Green","Track","20.971","32.833","17.309"
"66","GTD","Sheena Monk","6","1:19.173","8:14.665","Green","Track","23.817","36.106","19.250"
"5","GTP","Mike Rockenfeller","7","1:09.317","8:15.278","Green","Track","20.590","31.726","17.001"
"80","GTD","PJ Hyett","6","1:20.765","8:18.230","Green","Track","24.665","37.045","19.055"
"77","GTD","Alan Brynjolfsson","6","1:20.484","8:19.163","Green","Track","24.695","36.536","19.253"
"91","GTD","Alan Metni","6","1:20.027","8:19.746","Green","Track","24.646","35.954","19.427"
"12","GTD","Frankie Montecalvo","6","1:17.741","8:35.821","Green","Track","23.490","35.478","18.773"
"92","GTD","David Brule","6","1:23.752","8:41.589","Green","Track","26.093","37.302","20.357"
"74","LMP3","Gar Robinson","7","1:15.132","8:49.246","Green","Track","22.052","35.098","17.982"
"13","LMP3","Orey Fidani","7","1:15.546","8:51.416","Green","Track","22.387","34.930","18.229"
"30","LMP3","Ari Balogh","7","1:15.621","8:52.290","Green","Track","22.330","35.121","18.170"
"17","LMP3","Anthony Mantella","7","1:15.385","8:53.893","Green","Track","22.410","35.012","17.963"
"4","LMP3","Antoine Comeau","7","1:16.023","8:58.370","Green","Track","22.543","35.280","18.200"
"60","GTP","Tom Blomqvist","8","1:09.091","9:13.102","Green","Track","20.847","31.847","16.397"
"10","GTP","Ricky Taylor","8","1:09.168","9:14.015","Green","Track","20.880","31.703","16.585"
"14","GTDPRO","Jack Hawksworth","7","1:17.416","9:17.398","Green","Track","23.110","35.659","18.647"
"23","GTDPRO","Alex Riberas","7","1:17.639","9:19.777","Green","Track","23.181","35.685","18.773"
"79","GTDPRO","Jules Gounon","7","1:18.025","9:21.734","Green","Track","23.789","35.574","18.662"
"33","LMP3","Lance Willsey","7","1:17.655","9:22.324","Green","Track","23.326","35.638","18.691"
"01","GTP","Sebastien Bourdais","8","1:12.260","9:22.342","Green","Track","21.807","32.500","17.953"
"31","GTP","Pipo Derani","8","1:12.289","9:22.646","Green","Track","22.241","32.143","17.905"
"7","GTP","Felipe Nasr","8","1:12.707","9:23.271","Green","Track","22.223","32.032","18.452"
"24","GTP","Augusto Farfus","8","1:11.739","9:23.680","Green","Track","21.431","32.037","18.271"
"3","GTDPRO","Jordan Taylor","7","1:18.789","9:23.697","Green","Track","23.670","35.521","19.598"
"27","GTD","Roman De Angelis","7","1:17.997","9:24.272","Green","Track","22.995","35.677","19.325"
"6","GTP","Mathieu Jaminet","8","1:12.148","9:24.600","Green","Track","22.259","32.111","17.778"
"1","GTD","Madison Snow","7","1:17.863","9:24.672","Green","Track","23.487","35.347","19.029"
"25","GTP","Nick Yelloly","8","1:11.280","9:25.316","Green","Track","21.967","32.191","17.122"
"9","GTDPRO","Klaus Bachler","7","1:18.034","9:25.340","Green","Track","23.352","35.571","19.111"
"5","GTP","Mike Rockenfeller","8","1:12.162","9:27.440","Green","Track","21.962","32.829","17.371"
"32","GTD","Mikael Grenier","7","1:18.674","9:27.464","Green","Track","23.681","36.106","18.887"
"96","GTD","Patrick Gallagher","7","1:19.534","9:29.091","Green","Track","24.291","36.037","19.206"
"78","GTD","Misha Goikhberg","7","1:18.820","9:29.499","Green","Track","23.930","35.823","19.067"
"57","GTD","Russell Ward","7","1:18.940","9:30.513","Green","Track","24.158","35.691","19.091"
"97","GTD","Chandler Hull","7","1:18.875","9:31.461","Green","Track","23.909","35.686","19.280"
"70","GTD","Brendan Iribe","7","1:18.668","9:32.090","Green","Track","23.491","36.134","19.043"
"66","GTD","Sheena Monk","7","1:19.442","9:34.107","Green","Track","24.603","35.707","19.132"
"80","GTD","PJ Hyett","7","1:18.781","9:37.011","Green","Track","23.797","35.886","19.098"
"77","GTD","Alan Brynjolfsson","7","1:19.141","9:38.304","Green","Track","23.974","35.952","19.215"
"91","GTD","Alan Metni","7","1:19.036","9:38.782","Green","Track","23.730","35.968","19.338"
"12","GTD","Frankie Montecalvo","7","1:17.190","9:53.011","Green","Track","23.091","35.556","18.543"
"92","GTD","David Brule","7","1:23.529","10:05.118","Green","Track","25.571","37.416","20.542"
"74","LMP3","Gar Robinson","8","1:15.977","10:05.223","Green","Track","22.098","35.079","18.800"
"13","LMP3","Orey Fidani","8","1:15.945","10:07.361","Green","Track","22.522","35.013","18.410"
"30","LMP3","Ari Balogh","8","1:15.876","10:08.166","Green","Track","22.306","35.273","18.297"
"17","LMP3","Anthony Mantella","8","1:15.090","10:08.983","Green","Track","22.233","34.936","17.921"
"60","GTP","Tom Blomqvist","9","1:07.913","10:21.015","Green","Track","20.152","31.446","16.315"
"10","GTP","Ricky Taylor","9","1:08.130","10:22.145","Green","Track","20.271","31.418","16.441"
"4","LMP3","Antoine Comeau","8","1:30.388","10:28.758","Green","Pit","22.468","35.354","32.566"
"01","GTP","Sebastien Bourdais","9","1:10.001","10:32.343","Green","Track","21.380","32.090","16.531"
"31","GTP","Pipo Derani","9","1:10.719","10:33.365","Green","Track","22.296","31.748","16.675"
"7","GTP","Felipe Nasr","9","1:11.530","10:34.801","Green","Track","22.156","31.778","17.596"
"24","GTP","Augusto Farfus","9","1:11.755","10:35.435","Green","Track","22.442","31.867","17.446"
"14","GTDPRO","Jack Hawksworth","8","1:18.090","10:35.488","Green","Track","23.273","35.641","19.176"
"6","GTP","Mathieu Jaminet","9","1:11.035","10:35.635","Green","Track","21.838","32.064","17.133"
"25","GTP","Nick Yelloly","9","1:11.330","10:36.646","Green","Track","22.084","32.180","17.066"
"23","GTDPRO","Alex Riberas","8","1:18.528","10:38.305","Green","Track","23.285","36.048","19.195"
"5","GTP","Mike Rockenfeller","9","1:10.880","10:38.320","Green","Track","21.316","32.454","17.110"
"79","GTDPRO","Jules Gounon","8","1:18.757","10:40.491","Green","Track","23.545","36.492","18.720"
"3","GTDPRO","Jordan Taylor","8","1:18.571","10:42.268","Green","Track","23.528","36.085","18.958"
"33","LMP3","Lance Willsey","8","1:20.297","10:42.621","Green","Track","24.454","36.157","19.686"
"1","GTD","Madison Snow","8","1:18.717","10:43.389","Green","Track","23.806","35.342","19.569"
"27","GTD","Roman De Angelis","8","1:19.396","10:43.668","Green","Track","23.836","35.781","19.779"
"9","GTDPRO","Klaus Bachler","8","1:18.504","10:43.844","Green","Track","23.882","35.529","19.093"
"32","GTD","Mikael Grenier","8","1:18.055","10:45.519","Green","Track","23.486","35.713","18.856"
"96","GTD","Patrick Gallagher","8","1:17.688","10:46.779","Green","Track","23.345","35.414","18.929"
"78","GTD","Misha Goikhberg","8","1:17.977","10:47.476","Green","Track","23.520","35.649","18.808"
"57","GTD","Russell Ward","8","1:18.398","10:48.911","Green","Track","23.531","35.963","18.904"
"97","GTD","Chandler Hull","8","1:18.142","10:49.603","Green","Track","23.483","35.594","19.065"
"70","GTD","Brendan Iribe","8","1:17.876","10:49.966","Green","Track","23.306","35.464","19.106"
"66","GTD","Sheena Monk","8","1:18.308","10:52.415","Green","Track","23.973","35.397","18.938"
"80","GTD","PJ Hyett","8","1:18.487","10:55.498","Green","Track","23.675","35.753","19.059"
"77","GTD","Alan Brynjolfsson","8","1:19.072","10:57.376","Green","Track","23.859","35.961","19.252"
"91","GTD","Alan Metni","8","1:18.890","10:57.672","Green","Track","23.735","35.762","19.393"
"12","GTD","Frankie Montecalvo","8","1:17.211","11:10.222","Green","Track","23.034","35.614","18.563"
"74","LMP3","Gar Robinson","9","1:15.787","11:21.010","Green","Track","22.762","35.074","17.951"
