"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"80","GTD","PJ Hyett","39","1:19.709","1:10:41.303","Green","Track","24.234","36.221","19.254"
"66","GTD","Sheena Monk","39","1:19.730","1:10:41.845","Green","Track","24.600","35.695","19.435"
"79","GTDPRO","Jules Gounon","42","1:17.494","1:10:47.246","Green","Track","23.306","35.472","18.716"
"77","GTD","Trent Hindman","39","1:28.693","1:10:49.383","Green","Track","33.875","35.521","19.297"
"9","GTDPRO","Patrick Pilet","37","1:17.810","1:10:50.173","Green","Track","23.495","35.497","18.818"
"12","GTD","Frankie Montecalvo","35","1:18.162","1:10:51.827","Green","Track","23.310","36.095","18.757"
"33","LMP3","Lance Willsey","41","1:18.205","1:10:52.549","Green","Track","23.635","35.329","19.241"
"96","GTD","Patrick Gallagher","44","1:25.298","1:10:55.985","Green","Track","24.374","39.844","21.080"
"27","GTD","Marco Sorensen","39","1:18.007","1:10:56.271","Green","Track","23.542","35.552","18.913"
"01","GTP","Renger van der Zande","28","1:23.220","1:10:58.320","Green","Pit","22.218","32.918","28.084"
"91","GTD","Alan Metni","44","1:18.507","1:11:04.361","Green","Track","23.562","35.528","19.417"
"31","GTP","Pipo Derani","30","1:11.980","1:11:07.584","Green","Track","21.627","32.514","17.839"
"70","GTD","Frederik Schandorff","47","1:17.456","1:11:07.605","Green","Track","23.362","35.461","18.633"
"6","GTP","Mathieu Jaminet","31","11:10.709","1:11:08.410","Green","Track","618.366","33.954","18.389"
"10","GTP","Filipe Albuquerque","37","1:10.372","1:11:09.928","Green","Track","20.353","32.468","17.551"
"74","LMP3","Felipe Fraga","43","1:13.986","1:11:11.536","Green","Track","21.518","34.011","18.457"
"1","GTD","Madison Snow","32","1:19.172","1:11:11.840","Green","Track","24.455","35.649","19.068"
"24","GTP","Philipp Eng","40","1:10.310","1:11:16.155","Green","Track","21.583","31.740","16.987"
"23","GTDPRO","Ross Gunn","37","1:17.337","1:11:19.661","Green","Track","23.261","35.459","18.617"
"13","LMP3","Matthew Bell","41","1:14.519","1:11:20.938","Green","Track","22.347","34.870","17.302"
"3","GTDPRO","Jordan Taylor","36","2:53.396","1:11:23.537","Green","Track","116.617","37.469","19.310"
"17","LMP3","Anthony Mantella","43","1:18.149","1:11:23.734","Green","Track","24.733","34.860","18.556"
"92","GTD","Alec Udell","28","1:17.398","1:11:30.319","Green","Track","23.215","35.537","18.646"
"97","GTD","Chandler Hull","41","1:35.852","1:11:43.244","Green","Track","36.014","38.720","21.118"
"4","LMP3","George Staikos","37","1:16.466","1:11:48.807","Green","Track","22.609","35.251","18.606"
"25","GTP","Connor De Phillippi","38","1:10.755","1:11:48.847","Green","Track","20.765","32.769","17.221"
"78","GTD","Loris Spinelli","36","1:17.165","1:11:51.845","Green","Track","23.301","35.172","18.692"
"66","GTD","Sheena Monk","40","1:19.739","1:12:01.584","Green","Track","24.243","35.642","19.854"
"79","GTDPRO","Jules Gounon","43","1:17.824","1:12:05.070","Green","Track","23.381","35.770","18.673"
"77","GTD","Trent Hindman","40","1:17.745","1:12:07.128","Green","Track","23.602","35.386","18.757"
"12","GTD","Frankie Montecalvo","36","1:17.505","1:12:09.332","Green","Track","23.203","35.696","18.606"
"96","GTD","Patrick Gallagher","45","1:17.693","1:12:13.678","Green","Track","23.715","35.130","18.848"
"27","GTD","Marco Sorensen","40","1:19.607","1:12:15.878","Green","Track","23.794","35.736","20.077"
"9","GTDPRO","Patrick Pilet","38","1:25.889","1:12:16.062","Green","Pit","23.966","35.517","26.406"
"31","GTP","Pipo Derani","31","1:08.491","1:12:16.075","Green","Track","20.696","31.489","16.306"
"30","LMP3","Garett Grist","11","2:57.244","1:12:20.261","Green","Pit","22.531","34.214","120.499"
"10","GTP","Filipe Albuquerque","38","1:10.323","1:12:20.251","Green","Track","21.436","32.103","16.784"
"6","GTP","Mathieu Jaminet","32","1:14.308","1:12:22.718","Green","Track","23.396","32.608","18.304"
"91","GTD","Alan Metni","45","1:19.779","1:12:24.140","Green","Track","23.622","35.619","20.538"
"74","LMP3","Felipe Fraga","44","1:13.649","1:12:25.185","Green","Track","21.644","34.344","17.661"
"24","GTP","Philipp Eng","41","1:09.997","1:12:26.152","Green","Track","20.922","31.799","17.276"
"1","GTD","Madison Snow","33","1:17.504","1:12:29.344","Green","Track","23.539","35.151","18.814"
"13","LMP3","Matthew Bell","42","1:15.483","1:12:36.421","Green","Track","22.140","35.180","18.163"
"23","GTDPRO","Ross Gunn","38","1:18.122","1:12:37.783","Green","Track","23.664","35.569","18.889"
"17","LMP3","Anthony Mantella","44","1:15.869","1:12:39.603","Green","Track","23.317","34.678","17.874"
"3","GTDPRO","Jordan Taylor","37","1:19.789","1:12:43.326","Green","Track","24.658","36.199","18.932"
"92","GTD","Alec Udell","29","1:17.375","1:12:47.694","Green","Track","23.202","35.509","18.664"
"57","GTD","Philip Ellis","44","4:27.804","1:12:55.686","Green","Pit","23.329","35.542","208.933"
"25","GTP","Connor De Phillippi","39","1:10.010","1:12:58.857","Green","Track","20.967","32.109","16.934"
"97","GTD","Chandler Hull","42","1:20.052","1:13:03.296","Green","Track","24.351","36.241","19.460"
"4","LMP3","George Staikos","38","1:17.632","1:13:06.439","Green","Track","23.084","35.726","18.822"
"78","GTD","Loris Spinelli","37","1:19.121","1:13:10.966","Green","Track","23.605","36.616","18.900"
"32","GTD","Mikael Grenier","28","4:35.351","1:13:13.820","Green","Pit","24.693","36.776","213.882"
"5","GTP","Tijmen van der Helm","46","4:19.903","1:13:16.517","Green","Pit","22.031","31.818","206.054"
"66","GTD","Sheena Monk","41","1:19.271","1:13:20.855","Green","Track","24.297","35.799","19.175"
"79","GTDPRO","Jules Gounon","44","1:17.688","1:13:22.758","Green","Track","23.402","35.590","18.696"
"77","GTD","Trent Hindman","41","1:17.385","1:13:24.513","Green","Track","23.340","35.274","18.771"
"31","GTP","Pipo Derani","32","1:10.581","1:13:26.656","Green","Track","21.212","31.362","18.007"
"12","GTD","Frankie Montecalvo","37","1:17.480","1:13:26.812","Green","Track","23.067","35.764","18.649"
"10","GTP","Filipe Albuquerque","39","1:10.621","1:13:30.872","Green","Track","20.455","32.146","18.020"
"96","GTD","Patrick Gallagher","46","1:17.223","1:13:30.901","Green","Track","23.296","35.185","18.742"
"27","GTD","Marco Sorensen","41","1:17.877","1:13:33.755","Green","Track","23.494","35.511","18.872"
"6","GTP","Mathieu Jaminet","33","1:11.163","1:13:33.881","Green","Track","21.726","32.133","17.304"
"74","LMP3","Felipe Fraga","45","1:13.204","1:13:38.389","Green","Track","21.707","34.326","17.171"
"91","GTD","Alan Metni","46","1:20.064","1:13:44.204","Green","Track","24.643","35.907","19.514"
"24","GTP","Philipp Eng","42","1:21.133","1:13:47.285","Green","Pit","21.534","32.217","27.382"
"13","LMP3","Matthew Bell","43","1:16.406","1:13:52.827","Green","Track","22.035","35.465","18.906"
"30","LMP3","Ari Balogh","12","1:35.437","1:13:55.698","Green","Track","38.144","37.908","19.385"
"1","GTD","Madison Snow","34","1:26.494","1:13:55.838","Green","Pit","23.473","35.226","27.795"
"23","GTDPRO","Ross Gunn","39","1:19.699","1:13:57.482","Green","Track","23.006","35.787","20.906"
"70","GTD","Frederik Schandorff","48","2:51.611","1:13:59.216","Green","Pit","23.561","36.219","111.831"
"3","GTDPRO","Jordan Taylor","38","1:17.890","1:14:01.216","Green","Track","23.417","35.717","18.756"
"92","GTD","Alec Udell","30","1:17.237","1:14:04.931","Green","Track","23.039","35.499","18.699"
"25","GTP","Connor De Phillippi","40","1:09.150","1:14:08.007","Green","Track","20.604","31.784","16.762"
"97","GTD","Chandler Hull","43","1:17.851","1:14:21.147","Green","Track","23.406","35.539","18.906"
"4","LMP3","George Staikos","39","1:16.924","1:14:23.363","Green","Track","22.646","35.516","18.762"
"14","GTDPRO","Ben Barnicoat","34","5:54.409","1:14:30.701","Green","Track","299.062","36.036","19.311"
"57","GTD","Russell Ward","45","1:36.853","1:14:32.539","Green","Track","36.715","39.999","20.139"
"31","GTP","Pipo Derani","33","1:11.830","1:14:38.486","Green","Track","21.956","31.869","18.005"
"66","GTD","Sheena Monk","42","1:19.033","1:14:39.888","Green","Track","24.319","35.594","19.120"
"79","GTDPRO","Jules Gounon","45","1:17.830","1:14:40.588","Green","Track","23.539","35.582","18.709"
"10","GTP","Filipe Albuquerque","40","1:11.120","1:14:41.992","Green","Track","20.855","32.656","17.609"
"5","GTP","Mike Rockenfeller","47","1:27.024","1:14:43.541","Green","Track","34.783","34.546","17.695"
"6","GTP","Mathieu Jaminet","34","1:11.508","1:14:45.389","Green","Track","21.751","32.333","17.424"
"12","GTD","Frankie Montecalvo","38","1:18.629","1:14:45.441","Green","Track","23.757","35.979","18.893"
"32","GTD","Mikael Grenier","29","1:34.130","1:14:47.950","Green","Track","36.436","38.680","19.014"
"80","GTD","PJ Hyett","40","4:06.826","1:14:48.129","Green","Pit","24.109","36.097","186.620"
"74","LMP3","Felipe Fraga","46","1:14.695","1:14:53.084","Green","Track","21.428","34.491","18.776"
"27","GTD","Marco Sorensen","42","1:20.529","1:14:54.284","Green","Track","23.531","36.793","20.205"
"91","GTD","Alan Metni","47","1:19.196","1:15:03.400","Green","Track","23.814","35.756","19.626"
"13","LMP3","Matthew Bell","44","1:12.600","1:15:05.427","Green","Track","21.171","34.190","17.239"
"30","LMP3","Ari Balogh","13","1:17.884","1:15:13.582","Green","Track","23.187","35.895","18.802"
"33","LMP3","Lance Willsey","42","4:22.094","1:15:14.643","Green","Pit","23.238","35.888","202.968"
"23","GTDPRO","Ross Gunn","40","1:17.286","1:15:14.768","Green","Track","23.219","35.323","18.744"
"25","GTP","Connor De Phillippi","41","1:10.617","1:15:18.624","Green","Track","20.679","32.131","17.807"
"3","GTDPRO","Jordan Taylor","39","1:17.552","1:15:18.768","Green","Track","23.215","35.654","18.683"
"70","GTD","Frederik Schandorff","49","1:29.338","1:15:28.554","Green","Track","34.246","36.181","18.911"
"97","GTD","Chandler Hull","44","1:17.246","1:15:38.393","Green","Track","23.196","35.191","18.859"
"31","GTP","Pipo Derani","34","1:08.121","1:15:46.607","Green","Track","20.639","31.385","16.097"
"14","GTDPRO","Ben Barnicoat","35","1:19.161","1:15:49.862","Green","Track","23.058","37.396","18.707"
"10","GTP","Filipe Albuquerque","41","1:11.406","1:15:53.398","Green","Track","21.127","32.951","17.328"
"57","GTD","Russell Ward","46","1:21.587","1:15:54.126","Green","Track","23.451","36.240","21.896"
"5","GTP","Mike Rockenfeller","48","1:12.632","1:15:56.173","Red","Track","21.913","32.921","17.798"
"6","GTP","Mathieu Jaminet","35","1:12.768","1:15:58.157","Red","Track","21.343","32.090","19.335"
"79","GTDPRO","Jules Gounon","46","1:19.755","1:16:00.343","Red","Track","23.928","35.768","20.059"
"66","GTD","Sheena Monk","43","1:22.578","1:16:02.466","Red","Track","26.343","36.153","20.082"
"12","GTD","Frankie Montecalvo","39","1:28.777","1:16:14.218","Red","Pit","23.142","35.869","29.766"
"7","GTP","Felipe Nasr","27","9:17.185","1:16:15.124","Red","Pit","495.032","33.363","28.790"
"32","GTD","Mikael Grenier","30","1:30.154","1:16:18.104","Red","Pit","23.807","35.956","30.391"
"60","GTP","Colin Braun","30","7:17.962","1:16:22.355","Red","Pit","371.320","34.021","32.621"
"27","GTD","Marco Sorensen","43","1:30.239","1:16:24.523","Red","Pit","23.453","35.498","31.288"
"80","GTD","PJ Hyett","41","1:42.980","1:16:31.109","Red","Pit","34.779","36.797","31.404"
"30","LMP3","Ari Balogh","14","1:32.955","1:16:46.537","Red","Pit","23.172","35.846","33.937"
"23","GTDPRO","Ross Gunn","41","1:33.872","1:16:48.640","Red","Pit","23.019","37.643","33.210"
"25","GTP","Connor De Phillippi","42","1:31.621","1:16:50.245","Red","Pit","21.136","36.344","34.141"
"01","GTP","Renger van der Zande","29","5:54.132","1:16:52.452","Red","Pit","280.864","38.025","35.243"
"3","GTDPRO","Jordan Taylor","40","1:36.020","1:16:54.788","Red","Pit","23.363","36.781","35.876"
"33","LMP3","Joao Barbosa","43","1:43.175","1:16:57.818","Red","Pit","34.968","38.060","30.147"
"70","GTD","Frederik Schandorff","50","1:30.938","1:16:59.492","Red","Pit","23.421","37.550","29.967"
"31","GTP","Pipo Derani","35","1:25.924","1:17:12.531","Red","Pit","22.718","34.282","28.924"
"14","GTDPRO","Ben Barnicoat","36","1:27.449","1:17:17.311","Red","Pit","23.017","35.613","28.819"
"10","GTP","Filipe Albuquerque","42","1:25.150","1:17:18.548","Red","Pit","20.600","34.862","29.688"
"6","GTP","Mathieu Jaminet","36","1:40.436","1:17:38.593","Red","Pit","29.828","40.956","29.652"
"79","GTDPRO","Jules Gounon","47","1:51.108","1:17:51.451","Red","Pit","31.446","48.486","31.176"
"91","GTD","Alan Metni","48","10:56.259","1:25:59.659","Green","Pit","24.156","35.921","596.182"
"5","GTP","Mike Rockenfeller","49","10:03.840","1:26:00.013","Green","Pit","30.864","40.559","532.417"
"92","GTD","Alec Udell","31","11:57.056","1:26:01.987","Green","Pit","23.462","35.588","658.006"
"17","LMP3","Anthony Mantella","45","13:24.182","1:26:03.785","Green","Pit","22.738","35.094","746.350"
"96","GTD","Patrick Gallagher","47","12:33.783","1:26:04.684","Green","Pit","23.469","35.308","695.006"
"66","GTD","Sheena Monk","44","10:03.146","1:26:05.612","Green","Pit","30.628","50.084","522.434"
"78","GTD","Loris Spinelli","38","12:56.821","1:26:07.787","Green","Pit","23.451","35.486","717.884"
"57","GTD","Russell Ward","47","10:15.132","1:26:09.258","Green","Pit","27.176","42.856","545.100"
"13","LMP3","Matthew Bell","45","11:04.419","1:26:09.846","Green","Pit","21.786","34.382","608.251"
"77","GTD","Trent Hindman","42","12:48.735","1:26:13.248","Green","Pit","23.771","35.313","709.651"
"7","GTP","Felipe Nasr","28","10:44.000","1:26:59.124","Green","Track","591.936","34.302","17.762"
"60","GTP","Colin Braun","31","10:43.742","1:27:06.097","Green","Track","588.965","36.125","18.652"
"32","GTD","Mikael Grenier","31","10:49.853","1:27:07.957","Green","Track","592.773","37.725","19.355"
"01","GTP","Renger van der Zande","30","10:18.776","1:27:11.228","Green","Track","565.223","35.816","17.737"
"80","GTD","PJ Hyett","42","10:40.228","1:27:11.337","Green","Track","583.420","36.931","19.877"
"30","LMP3","Ari Balogh","15","10:26.632","1:27:13.169","Green","Track","570.050","36.626","19.956"
"6","GTP","Mathieu Jaminet","37","9:35.330","1:27:13.923","Green","Track","523.968","33.383","17.979"
"33","LMP3","Joao Barbosa","44","10:16.913","1:27:14.731","Green","Track","562.851","35.477","18.585"
"31","GTP","Pipo Derani","36","10:03.787","1:27:16.318","Green","Track","552.422","32.431","18.934"
"3","GTDPRO","Jordan Taylor","41","10:21.632","1:27:16.420","Green","Track","565.007","36.741","19.884"
"70","GTD","Frederik Schandorff","51","10:18.782","1:27:18.274","Green","Track","562.284","36.077","20.421"
"14","GTDPRO","Ben Barnicoat","37","10:04.819","1:27:22.130","Green","Track","549.255","36.482","19.082"
"10","GTP","Filipe Albuquerque","43","10:08.991","1:27:27.539","Green","Track","555.015","34.914","19.062"
"79","GTDPRO","Jules Gounon","48","9:36.082","1:27:27.533","Green","Track","519.971","36.562","19.549"
"5","GTP","Mike Rockenfeller","50","1:27.899","1:27:27.912","Green","Track","35.210","33.727","18.962"
"9","GTDPRO","Patrick Pilet","39","15:12.972","1:27:29.034","Green","Track","855.775","36.311","20.886"
"27","GTD","Marco Sorensen","44","11:05.360","1:27:29.883","Green","Track","609.685","36.619","19.056"
"1","GTD","Madison Snow","35","13:35.544","1:27:31.382","Green","Track","758.746","37.769","19.029"
"91","GTD","Kay van Berlo","49","1:34.050","1:27:33.709","Green","Track","36.033","38.162","19.855"
"24","GTP","Philipp Eng","43","13:47.150","1:27:34.435","Green","Track","775.416","33.267","18.467"
"12","GTD","Frankie Montecalvo","40","11:21.442","1:27:35.660","Green","Track","619.761","41.003","20.678"
"17","LMP3","Anthony Mantella","46","1:32.738","1:27:36.523","Green","Track","38.069","35.499","19.170"
"23","GTDPRO","Ross Gunn","42","10:50.260","1:27:38.900","Green","Track","591.654","36.224","22.382"
"96","GTD","Robby Foley","48","1:35.635","1:27:40.319","Green","Track","37.632","36.760","21.243"
"66","GTD","Sheena Monk","45","1:35.781","1:27:41.393","Green","Track","38.393","38.038","19.350"
"92","GTD","David Brule","32","1:41.388","1:27:43.375","Green","Track","41.400","39.004","20.984"
"13","LMP3","Orey Fidani","46","1:35.585","1:27:45.431","Green","Track","40.342","36.489","18.754"
"78","GTD","Loris Spinelli","39","1:40.396","1:27:48.183","Green","Track","41.341","37.575","21.480"
"57","GTD","Russell Ward","48","1:40.013","1:27:49.271","Green","Track","40.580","37.840","21.593"
"25","GTP","Connor De Phillippi","43","10:59.488","1:27:49.733","Green","Track","605.495","35.617","18.376"
"77","GTD","Trent Hindman","43","1:37.633","1:27:50.881","Green","Track","38.233","38.359","21.041"
"7","GTP","Felipe Nasr","29","1:10.660","1:28:09.784","Green","Track","21.299","32.122","17.239"
"60","GTP","Colin Braun","32","1:08.410","1:28:14.507","Green","Track","20.245","31.656","16.509"
"01","GTP","Renger van der Zande","31","1:14.629","1:28:25.857","Green","Track","23.038","33.402","18.189"
"6","GTP","Mathieu Jaminet","38","1:13.537","1:28:27.460","Green","Track","22.023","32.276","19.238"
"31","GTP","Pipo Derani","37","1:12.652","1:28:28.970","Green","Track","21.462","33.782","17.408"
"32","GTD","Mikael Grenier","32","1:22.162","1:28:30.119","Green","Track","23.537","35.670","22.955"
"33","LMP3","Joao Barbosa","45","1:16.037","1:28:30.768","Green","Track","22.576","35.045","18.416"
"80","GTD","PJ Hyett","43","1:20.109","1:28:31.446","Green","Track","24.235","36.220","19.654"
"30","LMP3","Ari Balogh","16","1:19.192","1:28:32.361","Green","Track","23.828","36.374","18.990"
"3","GTDPRO","Jordan Taylor","42","1:18.200","1:28:34.620","Green","Track","23.467","35.892","18.841"
"70","GTD","Frederik Schandorff","52","1:16.975","1:28:35.249","Green","Track","23.099","35.421","18.455"
"14","GTDPRO","Ben Barnicoat","38","1:16.744","1:28:38.874","Green","Track","22.825","35.490","18.429"
"5","GTP","Mike Rockenfeller","51","1:11.783","1:28:39.695","Green","Track","22.208","32.144","17.431"
"10","GTP","Filipe Albuquerque","44","1:18.130","1:28:45.669","Green","Track","21.940","34.078","22.112"
"79","GTDPRO","Jules Gounon","49","1:19.317","1:28:46.850","Green","Track","24.328","35.876","19.113"
"24","GTP","Philipp Eng","44","1:12.431","1:28:46.866","Green","Track","21.804","32.198","18.429"
"9","GTDPRO","Patrick Pilet","40","1:18.639","1:28:47.673","Green","Track","23.819","35.756","19.064"
"27","GTD","Marco Sorensen","45","1:19.332","1:28:49.215","Green","Track","23.771","35.590","19.971"
"1","GTD","Madison Snow","36","1:19.191","1:28:50.573","Green","Track","23.612","36.411","19.168"
"91","GTD","Kay van Berlo","50","1:18.237","1:28:51.946","Green","Track","23.858","35.704","18.675"
"17","LMP3","Anthony Mantella","47","1:15.860","1:28:52.383","Green","Track","23.223","34.663","17.974"
"12","GTD","Frankie Montecalvo","41","1:19.517","1:28:55.177","Green","Track","24.968","36.046","18.503"
"23","GTDPRO","Ross Gunn","43","1:17.652","1:28:56.552","Green","Track","23.320","35.622","18.710"
"96","GTD","Robby Foley","49","1:16.762","1:28:57.081","Green","Track","23.098","35.051","18.613"
"66","GTD","Sheena Monk","46","1:18.293","1:28:59.686","Green","Track","23.767","35.572","18.954"
"13","LMP3","Orey Fidani","47","1:16.747","1:29:02.178","Green","Track","23.637","34.995","18.115"
"25","GTP","Connor De Phillippi","44","1:12.648","1:29:02.381","Green","Track","22.407","32.533","17.708"
"78","GTD","Loris Spinelli","40","1:19.571","1:29:07.754","Green","Track","23.564","35.754","20.253"
"57","GTD","Russell Ward","49","1:19.244","1:29:08.515","Green","Track","24.471","35.577","19.196"
"92","GTD","David Brule","33","1:25.306","1:29:08.681","Green","Track","26.217","37.492","21.597"
"77","GTD","Trent Hindman","44","1:19.871","1:29:10.752","Green","Track","23.487","35.447","20.937"
"7","GTP","Felipe Nasr","30","1:09.253","1:29:19.037","Green","Track","20.961","31.575","16.717"
"60","GTP","Colin Braun","33","1:07.341","1:29:21.848","Green","Track","19.778","31.363","16.200"
"01","GTP","Renger van der Zande","32","1:09.757","1:29:35.614","Green","Track","20.840","31.881","17.036"
"6","GTP","Mathieu Jaminet","39","1:09.418","1:29:36.878","Green","Track","20.890","31.605","16.923"
"31","GTP","Pipo Derani","38","1:08.397","1:29:37.367","Green","Track","20.685","31.227","16.485"
"33","LMP3","Joao Barbosa","46","1:15.528","1:29:46.296","Green","Track","23.157","34.967","17.404"
"32","GTD","Mikael Grenier","33","1:18.979","1:29:49.098","Green","Track","23.555","36.552","18.872"
"30","LMP3","Ari Balogh","17","1:17.841","1:29:50.202","Green","Track","23.370","35.907","18.564"
"5","GTP","Mike Rockenfeller","52","1:10.537","1:29:50.232","Green","Track","21.308","31.738","17.491"
"3","GTDPRO","Jordan Taylor","43","1:17.306","1:29:51.926","Green","Track","23.000","35.737","18.569"
"70","GTD","Frederik Schandorff","53","1:18.086","1:29:53.335","Green","Track","23.200","35.406","19.480"
"80","GTD","PJ Hyett","44","1:22.897","1:29:54.343","Green","Track","24.465","37.211","21.221"
"10","GTP","Filipe Albuquerque","45","1:08.869","1:29:54.538","Green","Track","20.338","31.908","16.623"
"74","LMP3","Felipe Fraga","47","15:03.921","1:29:57.005","Green","Pit","21.563","33.974","848.384"
"24","GTP","Philipp Eng","45","1:10.357","1:29:57.223","Green","Track","21.233","31.884","17.240"
"14","GTDPRO","Ben Barnicoat","39","1:18.415","1:29:57.289","Green","Track","23.404","35.833","19.178"
"79","GTDPRO","Jules Gounon","50","1:17.994","1:30:04.844","Finish","Track","23.581","35.652","18.761"
"9","GTDPRO","Patrick Pilet","41","1:17.640","1:30:05.313","Finish","Track","23.391","35.486","18.763"
"27","GTD","Marco Sorensen","46","1:17.088","1:30:06.303","Finish","Track","23.130","35.354","18.604"
"1","GTD","Madison Snow","37","1:17.114","1:30:07.687","Finish","Track","23.410","35.070","18.634"
"17","LMP3","Anthony Mantella","48","1:17.135","1:30:09.518","Finish","Track","23.446","35.336","18.353"
"91","GTD","Kay van Berlo","51","1:18.653","1:30:10.599","Finish","Track","23.552","35.590","19.511"
"12","GTD","Frankie Montecalvo","42","1:16.558","1:30:11.735","Finish","Track","22.753","35.411","18.394"
"23","GTDPRO","Ross Gunn","44","1:17.096","1:30:13.648","Finish","Track","23.130","35.263","18.703"
"25","GTP","Connor De Phillippi","45","1:12.951","1:30:15.332","Finish","Track","22.693","32.433","17.825"
"96","GTD","Robby Foley","50","1:19.641","1:30:16.722","Finish","Track","23.153","35.301","21.187"
"66","GTD","Sheena Monk","47","1:18.718","1:30:18.404","Finish","Track","23.878","35.653","19.187"
"13","LMP3","Orey Fidani","48","1:16.469","1:30:18.647","Finish","Track","23.178","35.023","18.268"
"78","GTD","Loris Spinelli","41","1:16.824","1:30:24.578","Finish","Track","23.137","35.136","18.551"
"57","GTD","Russell Ward","50","1:16.996","1:30:25.511","Finish","Track","23.333","35.151","18.512"
"77","GTD","Trent Hindman","45","1:17.688","1:30:28.440","Finish","Track","23.584","35.347","18.757"
"60","GTP","Colin Braun","34","1:07.529","1:30:29.377","Finish","Track","19.819","31.247","16.463"
"92","GTD","David Brule","34","1:25.329","1:30:34.010","Finish","Track","26.076","38.271","20.982"
"7","GTP","Felipe Nasr","31","1:18.733","1:30:37.770","Finish","Pit","20.809","31.344","26.580"
"01","GTP","Renger van der Zande","33","1:08.353","1:30:43.967","Finish","Track","20.565","31.362","16.426"
"6","GTP","Mathieu Jaminet","40","1:08.501","1:30:45.379","Finish","Track","20.581","31.269","16.651"
"31","GTP","Pipo Derani","39","1:18.437","1:30:55.804","Finish","Pit","20.778","31.282","26.377"
"5","GTP","Mike Rockenfeller","53","1:09.229","1:30:59.461","Finish","Track","20.990","31.375","16.864"
"33","LMP3","Joao Barbosa","47","1:13.832","1:31:00.128","Finish","Track","21.697","34.466","17.669"
"10","GTP","Filipe Albuquerque","46","1:10.565","1:31:05.103","Finish","Track","21.974","31.896","16.695"
"32","GTD","Mikael Grenier","34","1:17.916","1:31:07.014","Finish","Track","23.493","35.610","18.813"
"30","LMP3","Ari Balogh","18","1:17.420","1:31:07.622","Finish","Track","23.139","0.000","0.000"
"24","GTP","Philipp Eng","46","1:11.544","1:31:08.767","Finish","Track","21.665","32.158","17.721"
"3","GTDPRO","Jordan Taylor","44","1:16.966","1:31:08.892","Finish","Track","22.952","35.483","18.531"
"70","GTD","Frederik Schandorff","54","1:16.670","1:31:10.005","Finish","Track","22.858","35.368","18.444"
"80","GTD","PJ Hyett","45","1:20.015","1:31:14.358","Finish","Track","24.377","36.480","19.158"
"14","GTDPRO","Ben Barnicoat","40","1:26.787","1:31:24.076","Finish","Pit","22.963","36.262","27.562"
