"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"1","GTD","Madison Snow","5","1:17.453","7:02.352","Green","Track","23.135","35.000","19.318"
"33","LMP3","Joao Barbosa","5","1:14.321","7:02.492","Green","Track","21.867","34.410","18.044"
"74","LMP3","Gar Robinson","4","1:14.728","7:05.728","Green","Track","22.131","34.807","17.790"
"17","LMP3","Anthony Mantella","5","1:16.495","7:08.952","Green","Track","23.284","35.362","17.849"
"91","GTD","Kay van Berlo","5","1:17.892","7:10.110","Green","Track","23.292","35.743","18.857"
"92","GTD","Alec Udell","5","1:16.294","7:11.394","Green","Track","22.752","35.177","18.365"
"77","GTD","Trent Hindman","5","1:16.763","7:17.909","Green","Track","22.976","35.124","18.663"
"70","GTD","Brendan Iribe","5","1:17.943","7:29.318","Green","Track","23.456","35.719","18.768"
"32","GTD","Mikael Grenier","5","1:16.160","7:39.724","Green","Track","22.823","35.089","18.248"
"57","GTD","Russell Ward","5","1:17.013","7:42.972","Green","Track","23.096","35.133","18.784"
"66","GTD","Sheena Monk","5","1:17.706","7:46.155","Green","Track","23.624","35.228","18.854"
"4","LMP3","Antoine Comeau","3","4:10.225","7:47.558","Green","Pit","25.510","37.384","187.331"
"78","GTD","Loris Spinelli","5","1:16.518","7:48.613","Green","Track","22.941","35.089","18.488"
"30","LMP3","Ari Balogh","5","1:16.331","7:51.592","Green","Track","22.649","35.274","18.408"
"12","GTD","Frankie Montecalvo","5","1:16.373","7:55.068","Green","Track","22.430","35.523","18.420"
"96","GTD","Robby Foley","5","1:16.187","7:57.544","Green","Track","22.868","34.793","18.526"
"97","GTD","Bill Auberlen","5","1:16.369","7:59.223","Green","Track","23.019","34.744","18.606"
"27","GTD","Marco Sorensen","6","1:16.797","8:15.210","Green","Track","22.783","35.527","18.487"
"13","LMP3","Orey Fidani","6","1:13.845","8:15.913","Green","Track","21.865","34.262","17.718"
"33","LMP3","Joao Barbosa","6","1:13.947","8:16.439","Green","Track","22.101","34.450","17.396"
"74","LMP3","Gar Robinson","5","1:13.986","8:19.714","Green","Track","21.283","34.306","18.397"
"1","GTD","Madison Snow","6","1:17.487","8:19.839","Green","Track","23.669","34.956","18.862"
"17","LMP3","Anthony Mantella","6","1:13.880","8:22.832","Green","Track","21.971","34.345","17.564"
"91","GTD","Kay van Berlo","6","1:17.463","8:27.573","Green","Track","23.294","35.529","18.640"
"77","GTD","Trent Hindman","6","1:16.472","8:34.381","Green","Track","23.051","35.041","18.380"
"70","GTD","Brendan Iribe","6","1:20.092","8:49.410","Green","Track","25.470","35.700","18.922"
"32","GTD","Mikael Grenier","6","1:15.858","8:55.582","Green","Track","22.586","34.983","18.289"
"57","GTD","Russell Ward","6","1:17.212","9:00.184","Green","Track","23.168","35.364","18.680"
"66","GTD","Sheena Monk","6","1:17.885","9:04.040","Green","Track","23.515","35.163","19.207"
"78","GTD","Loris Spinelli","6","1:16.209","9:04.822","Green","Track","22.820","34.866","18.523"
"30","LMP3","Ari Balogh","6","1:16.393","9:07.985","Green","Track","22.395","35.382","18.616"
"96","GTD","Robby Foley","6","1:16.027","9:13.571","Green","Track","22.784","34.762","18.481"
"12","GTD","Frankie Montecalvo","6","1:25.320","9:20.388","Green","Pit","22.395","35.028","27.897"
"4","LMP3","Antoine Comeau","4","1:34.525","9:22.083","Green","Track","38.092","36.999","19.434"
"13","LMP3","Orey Fidani","7","1:15.040","9:30.953","Green","Track","22.414","34.883","17.743"
"27","GTD","Marco Sorensen","7","1:17.604","9:32.814","Green","Track","22.790","35.489","19.325"
"74","LMP3","Gar Robinson","6","1:13.399","9:33.113","Green","Track","21.305","34.525","17.569"
"17","LMP3","Anthony Mantella","7","1:14.023","9:36.855","Green","Track","21.606","34.545","17.872"
"91","GTD","Kay van Berlo","7","1:16.876","9:44.449","Green","Track","22.824","35.533","18.519"
"1","GTD","Madison Snow","7","1:26.125","9:45.964","Green","Pit","23.316","34.863","27.946"
"97","GTD","Bill Auberlen","6","1:49.890","9:49.113","Green","Pit","23.001","34.929","51.960"
"77","GTD","Trent Hindman","7","1:16.306","9:50.687","Green","Track","22.968","34.977","18.361"
"70","GTD","Brendan Iribe","7","1:17.754","10:07.164","Green","Track","23.561","35.468","18.725"
"32","GTD","Mikael Grenier","7","1:15.840","10:11.422","Green","Track","22.548","35.076","18.216"
"57","GTD","Russell Ward","7","1:16.846","10:17.030","Green","Track","23.108","35.188","18.550"
"66","GTD","Sheena Monk","7","1:17.667","10:21.707","Green","Track","23.561","35.237","18.869"
"30","LMP3","Ari Balogh","7","1:16.474","10:24.459","Green","Track","22.687","35.225","18.562"
"96","GTD","Robby Foley","7","1:16.338","10:29.909","Green","Track","22.872","34.807","18.659"
"4","LMP3","Antoine Comeau","5","1:17.722","10:39.805","Green","Track","23.483","35.602","18.637"
"13","LMP3","Orey Fidani","8","1:13.563","10:44.516","Green","Track","21.773","34.084","17.706"
"74","LMP3","Gar Robinson","7","1:14.723","10:47.836","Green","Track","22.790","34.428","17.505"
"17","LMP3","Anthony Mantella","8","1:13.924","10:50.779","Green","Track","21.897","34.364","17.663"
"27","GTD","Marco Sorensen","8","1:19.908","10:52.722","Green","Track","24.078","36.790","19.040"
"97","GTD","Bill Auberlen","7","1:29.110","11:18.223","Green","Track","33.930","35.804","19.376"
"70","GTD","Brendan Iribe","8","1:17.662","11:24.826","Green","Track","23.372","35.544","18.746"
"57","GTD","Russell Ward","8","1:17.315","11:34.345","Green","Track","23.150","35.382","18.783"
"30","LMP3","Ari Balogh","8","1:16.818","11:41.277","Green","Track","22.779","35.624","18.415"
"66","GTD","Sheena Monk","8","1:27.563","11:49.270","Green","Track","24.046","43.638","19.879"
"4","LMP3","Antoine Comeau","6","1:17.212","11:57.017","Green","Track","23.165","35.410","18.637"
"13","LMP3","Orey Fidani","9","1:13.797","11:58.313","Green","Track","21.733","34.261","17.803"
"74","LMP3","Gar Robinson","8","1:12.847","12:00.683","Green","Track","21.205","34.359","17.283"
"17","LMP3","Anthony Mantella","9","1:14.174","12:04.953","Green","Track","21.639","34.764","17.771"
"27","GTD","Marco Sorensen","9","1:16.693","12:09.415","Green","Track","22.811","35.417","18.465"
"1","GTD","Madison Snow","8","2:42.025","12:27.989","Green","Track","108.372","35.071","18.582"
"97","GTD","Bill Auberlen","8","1:16.392","12:34.615","Green","Track","22.952","34.876","18.564"
"70","GTD","Brendan Iribe","9","1:17.259","12:42.085","Green","Track","23.328","35.273","18.658"
"57","GTD","Russell Ward","9","1:17.528","12:51.873","Green","Track","23.373","35.380","18.775"
"30","LMP3","Ari Balogh","9","1:15.497","12:56.774","Green","Track","22.206","34.926","18.365"
"66","GTD","Sheena Monk","9","1:18.073","13:07.343","Green","Track","23.869","35.411","18.793"
"13","LMP3","Orey Fidani","10","1:15.372","13:13.685","Green","Track","22.065","35.522","17.785"
"74","LMP3","Gar Robinson","9","1:14.031","13:14.714","Green","Track","21.105","34.460","18.466"
"4","LMP3","Antoine Comeau","7","1:18.827","13:15.844","Green","Track","23.039","36.887","18.901"
"17","LMP3","Anthony Mantella","10","1:13.950","13:18.903","Green","Track","21.750","34.557","17.643"
"27","GTD","Marco Sorensen","10","1:16.590","13:26.005","Green","Track","22.637","35.321","18.632"
"1","GTD","Madison Snow","9","1:16.612","13:44.601","Green","Track","23.267","34.800","18.545"
"97","GTD","Bill Auberlen","9","1:16.491","13:51.106","Green","Track","22.996","34.979","18.516"
"70","GTD","Brendan Iribe","10","1:17.441","13:59.526","Green","Track","23.536","35.274","18.631"
"33","LMP3","Joao Barbosa","7","5:49.562","14:06.001","Green","Pit","22.109","35.023","292.430"
"57","GTD","Russell Ward","10","1:17.486","14:09.359","Green","Track","23.305","35.340","18.841"
"30","LMP3","Ari Balogh","10","1:15.129","14:11.903","Green","Track","22.103","34.881","18.145"
"78","GTD","Loris Spinelli","7","5:14.270","14:19.092","Green","Pit","23.350","35.575","255.345"
"77","GTD","Trent Hindman","8","4:29.769","14:20.456","Green","Pit","22.875","35.063","211.831"
"66","GTD","Sheena Monk","10","1:17.084","14:24.427","Green","Track","23.446","34.925","18.713"
"92","GTD","Alec Udell","6","7:15.140","14:26.534","Green","Pit","22.646","35.344","377.150"
"13","LMP3","Orey Fidani","11","1:13.952","14:27.637","Green","Track","21.949","34.261","17.742"
"74","LMP3","Gar Robinson","10","1:17.322","14:32.036","Green","Track","23.922","35.972","17.428"
"17","LMP3","Anthony Mantella","11","1:14.552","14:33.455","Green","Track","22.001","34.775","17.776"
"27","GTD","Marco Sorensen","11","1:16.640","14:42.645","Green","Track","22.715","35.406","18.519"
"91","GTD","Kay van Berlo","8","5:11.549","14:55.998","Green","Pit","23.423","35.823","252.303"
"1","GTD","Madison Snow","10","1:16.532","15:01.133","Green","Track","22.952","35.070","18.510"
"97","GTD","Bill Auberlen","10","1:16.300","15:07.406","Green","Track","22.952","34.813","18.535"
"70","GTD","Brendan Iribe","11","1:17.051","15:16.577","Green","Track","23.071","35.453","18.527"
"57","GTD","Russell Ward","11","1:17.327","15:26.686","Green","Track","23.159","35.457","18.711"
"30","LMP3","Ari Balogh","11","1:15.153","15:27.056","Green","Track","21.992","34.794","18.367"
"33","LMP3","Joao Barbosa","8","1:26.478","15:32.479","Green","Track","33.570","35.195","17.713"
"13","LMP3","Orey Fidani","12","1:14.187","15:41.824","Green","Track","21.888","34.625","17.674"
"74","LMP3","Gar Robinson","11","1:13.758","15:45.794","Green","Track","21.332","34.325","18.101"
"66","GTD","Sheena Monk","11","1:21.760","15:46.187","Green","Track","24.031","37.450","20.279"
"17","LMP3","Anthony Mantella","12","1:16.648","15:50.103","Green","Track","22.913","34.857","18.878"
"92","GTD","Alec Udell","7","1:29.631","15:56.165","Green","Track","34.129","36.901","18.601"
"78","GTD","Loris Spinelli","8","1:39.352","15:58.444","Green","Track","39.580","39.815","19.957"
"77","GTD","Alan Brynjolfsson","9","1:42.315","16:02.771","Green","Track","41.486","39.955","20.874"
"12","GTD","Frankie Montecalvo","7","6:47.355","16:07.743","Green","Track","349.696","37.832","19.827"
"27","GTD","Marco Sorensen","12","1:26.187","16:08.832","Green","Pit","22.748","35.514","27.925"
"1","GTD","Madison Snow","11","1:16.250","16:17.383","Green","Track","22.880","34.866","18.504"
"91","GTD","Kay van Berlo","9","1:27.456","16:23.454","Green","Track","32.824","35.844","18.788"
"4","LMP3","Antoine Comeau","8","3:14.272","16:30.116","Green","Pit","24.654","37.897","131.721"
"70","GTD","Brendan Iribe","12","1:18.712","16:35.289","Green","Track","23.786","35.963","18.963"
"31","GTP","Alexander Sims","1","16:40.866","16:40.866","Green","Track","1715.270","39.556","21.882"
"32","GTD","Mikael Grenier","8","6:30.937","16:42.359","Green","Pit","23.615","36.151","331.171"
"14","GTDPRO","Jack Hawksworth","1","16:42.722","16:42.722","Green","Track","1688.560","39.768","21.105"
"25","GTP","Connor De Phillippi","1","16:46.427","16:46.427","Green","Track","1660.280","40.266","21.559"
"24","GTP","Augusto Farfus","1","16:50.891","16:50.891","Green","Track","1655.336","40.740","24.035"
"3","GTDPRO","Antonio Garcia","1","16:51.431","16:51.431","Green","Track","1762.574","39.328","22.616"
"57","GTD","Russell Ward","12","1:24.776","16:51.462","Green","Track","26.214","38.908","19.654"
"30","LMP3","Ari Balogh","12","1:24.589","16:51.645","Green","Track","26.302","39.100","19.187"
"33","LMP3","Joao Barbosa","9","1:20.197","16:52.676","Green","Track","24.869","36.806","18.522"
"60","GTP","Colin Braun","1","16:54.546","16:54.546","Green","Track","1794.710","40.771","21.053"
"6","GTP","Mathieu Jaminet","1","16:56.430","16:56.430","Green","Track","1764.781","44.110","23.120"
"10","GTP","Filipe Albuquerque","1","16:56.729","16:56.729","Green","Track","1673.924","41.338","22.245"
"7","GTP","Felipe Nasr","1","16:58.921","16:58.921","Green","Track","1748.093","44.371","23.900"
"79","GTDPRO","Jules Gounon","1","17:02.783","17:02.783","Green","Track","1699.084","42.317","21.128"
"97","GTD","Bill Auberlen","11","1:57.331","17:04.737","Green","Pit","23.345","35.296","58.690"
"74","LMP3","Gar Robinson","12","1:21.355","17:07.149","Green","Track","25.860","37.014","18.481"
"96","GTD","Robby Foley","8","6:37.870","17:07.779","Green","Pit","23.131","34.951","339.788"
"5","GTP","Mike Rockenfeller","1","17:08.300","17:08.300","Green","Track","54.663","43.591","24.674"
"66","GTD","Sheena Monk","12","1:23.240","17:09.427","Green","Track","26.891","37.104","19.245"
"01","GTP","Renger van der Zande","1","17:14.882","17:14.882","Green","Track","1377.497","43.113","21.008"
"92","GTD","Alec Udell","8","1:19.558","17:15.723","Green","Track","23.680","36.201","19.677"
"78","GTD","Loris Spinelli","9","1:26.522","17:24.966","Green","Track","25.257","37.263","24.002"
"77","GTD","Alan Brynjolfsson","10","1:22.949","17:25.720","Green","Track","25.980","37.198","19.771"
"12","GTD","Frankie Montecalvo","8","1:18.353","17:26.096","Green","Track","23.705","35.893","18.755"
"23","GTDPRO","Ross Gunn","1","17:29.405","17:29.405","Green","Pit","1803.334","43.566","31.710"
"91","GTD","Kay van Berlo","10","1:17.447","17:40.901","Green","Track","23.213","35.573","18.661"
"9","GTDPRO","Klaus Bachler","1","17:42.966","17:42.966","Green","Pit","108.502","47.494","32.045"
"1","GTD","Madison Snow","12","1:26.870","17:44.253","Green","Pit","22.950","34.832","29.088"
"70","GTD","Brendan Iribe","13","1:17.052","17:52.341","Green","Track","23.163","35.339","18.550"
"31","GTP","Alexander Sims","2","1:19.912","18:00.778","Green","Track","25.147","35.468","19.297"
"4","LMP3","Antoine Comeau","9","1:33.895","18:04.011","Green","Track","37.969","37.039","18.887"
"25","GTP","Connor De Phillippi","2","1:17.971","18:04.398","Green","Track","25.018","34.748","18.205"
"14","GTDPRO","Jack Hawksworth","2","1:25.276","18:07.998","Green","Track","25.605","39.122","20.549"
"33","LMP3","Joao Barbosa","10","1:18.896","18:11.572","Green","Track","25.320","35.000","18.576"
"57","GTD","Russell Ward","13","1:21.009","18:12.471","Green","Track","25.662","35.381","19.966"
"24","GTP","Augusto Farfus","2","1:22.435","18:13.326","Green","Track","26.938","35.684","19.813"
"30","LMP3","Ari Balogh","13","1:22.264","18:13.909","Green","Track","26.657","36.996","18.611"
"3","GTDPRO","Antonio Garcia","2","1:24.842","18:16.273","Green","Track","27.279","38.234","19.329"
"10","GTP","Filipe Albuquerque","2","1:22.768","18:19.497","Green","Track","26.713","35.717","20.338"
"6","GTP","Mathieu Jaminet","2","1:24.396","18:20.826","Green","Track","28.681","35.894","19.821"
"74","LMP3","Gar Robinson","13","1:15.410","18:22.559","Green","Track","21.810","34.987","18.613"
"7","GTP","Felipe Nasr","2","1:25.217","18:24.138","Green","Track","27.138","36.993","21.086"
"32","GTD","Mikael Grenier","9","1:42.346","18:24.705","Green","Track","43.448","38.595","20.303"
"60","GTP","Colin Braun","2","1:30.604","18:25.150","Green","Pit","25.367","36.121","29.116"
"66","GTD","Sheena Monk","13","1:21.626","18:31.053","Green","Track","25.372","37.035","19.219"
"97","GTD","Bill Auberlen","12","1:28.344","18:33.081","Green","Track","33.677","35.931","18.736"
"79","GTDPRO","Jules Gounon","2","1:32.401","18:35.184","Green","Pit","25.989","37.656","28.756"
"5","GTP","Mike Rockenfeller","2","1:27.267","18:35.567","Green","Track","28.775","37.821","20.671"
"92","GTD","Alec Udell","9","1:21.047","18:36.770","Green","Track","24.126","37.546","19.375"
"96","GTD","Patrick Gallagher","9","1:29.961","18:37.740","Green","Track","34.342","36.099","19.520"
"01","GTP","Renger van der Zande","2","1:23.170","18:38.052","Green","Track","27.786","35.912","19.472"
"78","GTD","Loris Spinelli","10","1:15.462","18:40.428","Green","Track","22.650","34.689","18.123"
"12","GTD","Frankie Montecalvo","9","1:17.925","18:44.021","Green","Track","23.939","35.588","18.398"
"77","GTD","Alan Brynjolfsson","11","1:19.634","18:45.354","Green","Track","24.672","36.042","18.920"
"91","GTD","Kay van Berlo","11","1:16.880","18:57.781","Green","Track","22.986","35.378","18.516"
"70","GTD","Brendan Iribe","14","1:16.992","19:09.333","Green","Track","23.066","35.359","18.567"
"31","GTP","Alexander Sims","3","1:11.951","19:12.729","Green","Track","22.126","32.893","16.932"
"25","GTP","Connor De Phillippi","3","1:12.353","19:16.751","Green","Track","22.663","32.483","17.207"
"4","LMP3","Antoine Comeau","10","1:17.669","19:21.680","Green","Track","24.056","35.416","18.197"
"14","GTDPRO","Jack Hawksworth","3","1:16.394","19:24.392","Green","Track","22.806","35.255","18.333"
"33","LMP3","Joao Barbosa","11","1:13.092","19:24.664","Green","Track","21.536","34.239","17.317"
"24","GTP","Augusto Farfus","3","1:14.499","19:27.825","Green","Track","23.437","32.999","18.063"
"57","GTD","Russell Ward","14","1:17.509","19:29.980","Green","Track","23.227","35.325","18.957"
"30","LMP3","Ari Balogh","14","1:16.984","19:30.893","Green","Track","23.317","35.310","18.357"
"9","GTDPRO","Klaus Bachler","2","1:51.849","19:34.815","Green","Track","55.854","36.275","19.720"
"10","GTP","Filipe Albuquerque","3","1:15.396","19:34.893","Green","Track","23.811","32.985","18.600"
"3","GTDPRO","Antonio Garcia","3","1:18.754","19:35.027","Green","Track","23.524","35.920","19.310"
"6","GTP","Mathieu Jaminet","3","1:15.878","19:36.704","Green","Track","24.411","33.487","17.980"
"74","LMP3","Gar Robinson","14","1:16.131","19:38.690","Green","Track","22.818","35.706","17.607"
"7","GTP","Felipe Nasr","3","1:16.184","19:40.322","Green","Track","23.596","34.114","18.474"
"32","GTD","Mikael Grenier","10","1:18.332","19:43.037","Green","Track","23.867","35.802","18.663"
"27","GTD","Marco Sorensen","13","3:35.610","19:44.442","Green","Track","156.281","39.168","20.161"
"97","GTD","Bill Auberlen","13","1:16.586","19:49.667","Green","Track","23.118","34.909","18.559"
"01","GTP","Renger van der Zande","3","1:16.252","19:54.304","Green","Track","23.710","34.230","18.312"
"5","GTP","Mike Rockenfeller","3","1:20.073","19:55.640","Green","Track","24.817","34.036","21.220"
"23","GTDPRO","Ross Gunn","2","2:27.651","19:57.056","Green","Track","90.590","37.690","19.371"
"92","GTD","Alec Udell","10","1:22.312","19:59.082","Green","Track","23.954","37.136","21.222"
"12","GTD","Frankie Montecalvo","10","1:17.552","20:01.573","Green","Track","22.737","35.339","19.476"
"96","GTD","Patrick Gallagher","10","1:24.323","20:02.063","Green","Track","23.626","38.720","21.977"
"78","GTD","Loris Spinelli","11","1:22.952","20:03.380","Green","Track","22.561","40.050","20.341"
"77","GTD","Alan Brynjolfsson","12","1:18.878","20:04.232","Green","Track","24.077","35.683","19.118"
"91","GTD","Kay van Berlo","12","1:17.512","20:15.293","Green","Track","23.047","35.209","19.256"
"31","GTP","Alexander Sims","4","1:10.861","20:23.590","Green","Track","21.239","32.734","16.888"
"25","GTP","Connor De Phillippi","4","1:10.273","20:27.024","Green","Track","20.884","31.958","17.431"
"4","LMP3","Antoine Comeau","11","1:15.342","20:37.022","Green","Track","22.457","34.857","18.028"
"33","LMP3","Joao Barbosa","12","1:14.367","20:39.031","Green","Track","22.628","34.491","17.248"
"17","LMP3","Anthony Mantella","13","4:49.308","20:39.411","Green","Pit","24.453","37.005","227.850"
"24","GTP","Augusto Farfus","4","1:11.992","20:39.817","Green","Track","22.015","32.404","17.573"
"14","GTDPRO","Jack Hawksworth","4","1:17.456","20:41.848","Green","Track","22.626","35.842","18.988"
"10","GTP","Filipe Albuquerque","4","1:10.776","20:45.669","Green","Track","21.905","31.971","16.900"
"57","GTD","Russell Ward","15","1:17.695","20:47.675","Green","Track","23.279","35.352","19.064"
"30","LMP3","Ari Balogh","15","1:17.170","20:48.063","Green","Track","22.726","35.310","19.134"
"6","GTP","Mathieu Jaminet","4","1:12.496","20:49.200","Green","Track","22.964","32.349","17.183"
"7","GTP","Felipe Nasr","4","1:12.077","20:52.399","Green","Track","21.899","32.692","17.486"
"3","GTDPRO","Antonio Garcia","4","1:19.041","20:54.068","Green","Track","24.248","36.340","18.453"
