"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"17","LMP3","Anthony Mantella","6","1:14.013","32:50.088","Green","Track","21.711","34.338","17.964"
"30","LMP3","Ari Balogh","6","1:14.767","33:00.240","Green","Track","22.042","34.723","18.002"
"4","LMP3","Antoine Comeau","6","1:14.246","33:05.264","Green","Track","21.771","34.749","17.726"
"33","LMP3","Lance Willsey","6","1:15.193","33:16.061","Green","Track","21.880","34.938","18.375"
"74","LMP3","Gar Robinson","7","1:13.148","33:56.953","Green","Track","21.253","34.363","17.532"
"13","LMP3","Orey Fidani","7","1:13.561","34:00.892","Green","Track","21.759","34.222","17.580"
"17","LMP3","Anthony Mantella","7","1:14.063","34:04.151","Green","Track","21.893","34.524","17.646"
"30","LMP3","Ari Balogh","7","1:14.053","34:14.293","Green","Track","21.578","34.558","17.917"
"4","LMP3","Antoine Comeau","7","1:14.423","34:19.687","Green","Track","21.852","34.794","17.777"
"33","LMP3","Lance Willsey","7","1:15.435","34:31.496","Green","Track","22.219","34.875","18.341"
"13","LMP3","Orey Fidani","8","1:13.689","35:14.581","Green","Track","21.605","34.425","17.659"
"17","LMP3","Anthony Mantella","8","1:13.991","35:18.142","Green","Track","21.828","34.380","17.783"
"30","LMP3","Ari Balogh","8","1:14.041","35:28.334","Green","Track","21.800","34.394","17.847"
"4","LMP3","Antoine Comeau","8","1:14.897","35:34.584","Green","Track","22.030","35.017","17.850"
"33","LMP3","Lance Willsey","8","1:15.787","35:47.283","Green","Track","22.293","35.070","18.424"
"17","LMP3","Anthony Mantella","9","1:13.927","36:32.069","Green","Track","21.730","34.546","17.651"
"30","LMP3","Ari Balogh","9","1:13.849","36:42.183","Green","Track","21.584","34.406","17.859"
"4","LMP3","Antoine Comeau","9","1:14.297","36:48.881","Green","Track","21.909","34.745","17.643"
"33","LMP3","Lance Willsey","9","1:15.444","37:02.727","Green","Track","22.322","34.858","18.264"
"17","LMP3","Anthony Mantella","10","1:14.018","37:46.087","Green","Track","21.622","34.615","17.781"
"30","LMP3","Ari Balogh","10","1:14.362","37:56.545","Green","Track","21.732","34.670","17.960"
"4","LMP3","Antoine Comeau","10","1:14.290","38:03.171","Green","Track","21.789","34.694","17.807"
"33","LMP3","Lance Willsey","10","1:15.496","38:18.223","Green","Track","22.227","34.823","18.446"
"30","LMP3","Ari Balogh","11","1:13.593","39:10.138","Green","Track","21.517","34.375","17.701"
"4","LMP3","Antoine Comeau","11","1:14.105","39:17.276","Green","Track","21.789","34.745","17.571"
"33","LMP3","Lance Willsey","11","1:15.600","39:33.823","Green","Track","22.302","35.041","18.257"
"30","LMP3","Ari Balogh","12","1:13.789","40:23.927","Finish","Track","21.692","34.405","17.692"
"4","LMP3","Antoine Comeau","12","1:13.884","40:31.160","Finish","Track","21.679","34.568","17.637"
"74","LMP3","Gar Robinson","8","6:46.274","40:43.227","Finish","Pit","23.846","37.688","344.740"
"33","LMP3","Lance Willsey","12","1:15.571","40:49.394","Finish","Track","22.470","34.922","18.179"
"31","GTP","Pipo Derani","1","51:39.726","51:39.726","Green","Track","0.000","38.571","19.795"
"5","GTP","Mike Rockenfeller","1","51:46.628","51:46.628","Green","Track","42.420","38.908","20.739"
"01","GTP","Sebastien Bourdais","1","51:51.179","51:51.179","Green","Pit","0.000","38.541","29.700"
"24","GTP","Augusto Farfus","1","52:06.979","52:06.979","Green","Pit","0.000","44.322","32.113"
"7","GTP","Felipe Nasr","1","52:24.877","52:24.877","Green","Track","0.000","48.841","21.660"
"10","GTP","Ricky Taylor","1","52:45.277","52:45.277","Green","Track","0.000","36.264","18.712"
"31","GTP","Pipo Derani","2","1:15.660","52:55.386","Green","Track","24.359","33.910","17.391"
"5","GTP","Mike Rockenfeller","2","1:58.033","53:44.661","Green","Pit","25.853","34.467","57.713"
"7","GTP","Felipe Nasr","2","1:20.380","53:45.257","Green","Track","23.527","37.802","19.051"
"10","GTP","Ricky Taylor","2","1:13.886","53:59.163","Green","Track","22.601","33.449","17.836"
"01","GTP","Sebastien Bourdais","2","2:16.155","54:07.334","Green","Pit","69.438","36.893","29.824"
"31","GTP","Pipo Derani","3","1:25.737","54:21.123","Green","Track","20.806","47.628","17.303"
"60","GTP","Tom Blomqvist","1","54:40.160","54:40.160","Green","Track","0.000","36.630","19.719"
"7","GTP","Felipe Nasr","3","1:13.023","54:58.280","Green","Track","21.063","34.221","17.739"
"10","GTP","Ricky Taylor","3","1:09.884","55:09.047","Green","Track","21.685","31.851","16.348"
"5","GTP","Mike Rockenfeller","3","1:39.193","55:23.854","Green","Track","43.431","36.393","19.369"
"31","GTP","Pipo Derani","4","1:06.502","55:27.625","Green","Track","19.928","30.617","15.957"
"24","GTP","Augusto Farfus","2","3:34.712","55:41.691","Green","Track","160.506","35.559","18.647"
"60","GTP","Tom Blomqvist","2","1:12.819","55:52.979","Green","Track","22.694","32.754","17.371"
"7","GTP","Felipe Nasr","4","1:07.211","56:05.491","Green","Track","20.103","30.866","16.242"
"10","GTP","Ricky Taylor","4","1:06.681","56:15.728","Green","Track","19.567","30.834","16.280"
"5","GTP","Mike Rockenfeller","4","1:17.469","56:41.323","Green","Track","25.740","33.954","17.775"
"31","GTP","Pipo Derani","5","1:20.606","56:48.231","Green","Pit","20.973","33.015","26.618"
"24","GTP","Augusto Farfus","3","1:12.858","56:54.549","Green","Track","22.841","32.704","17.313"
"6","GTP","Mathieu Jaminet","1","57:01.877","57:01.877","Green","Track","0.000","40.730","19.806"
"60","GTP","Tom Blomqvist","3","1:18.183","57:11.162","Green","Track","20.727","37.835","19.621"
"7","GTP","Felipe Nasr","5","1:07.129","57:12.620","Green","Track","19.902","30.872","16.355"
"25","GTP","Nick Yelloly","1","57:19.705","57:19.705","Green","Track","0.000","38.876","18.834"
"10","GTP","Ricky Taylor","5","1:05.734","57:21.462","Green","Track","19.259","30.621","15.854"
"5","GTP","Mike Rockenfeller","5","1:09.651","57:50.974","Green","Track","21.217","31.632","16.802"
"24","GTP","Augusto Farfus","4","1:08.639","58:03.188","Green","Track","20.814","31.285","16.540"
"6","GTP","Mathieu Jaminet","2","1:15.828","58:17.705","Green","Track","24.351","33.608","17.869"
"7","GTP","Felipe Nasr","6","1:07.227","58:19.847","Green","Track","19.834","30.999","16.394"
"60","GTP","Tom Blomqvist","4","1:17.778","58:28.940","Green","Track","19.268","37.565","20.945"
